AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
79,43,6,54.4,14.33,15,6,2,40.0,4,1.33,74,8,9,29,18.7,37,20.0,0.0,54.1,859,2010-11-28,2010,11,28,,羽生市体育館,日立リヴァーレ,GSS東京サンビームズ,濱田義弘,菅原貞敬,3,0,3,Win,59,Home,82,24,9,29.3,8.00,7,1,3,14.3,0,0.00,44,2,7,16,13.2,58,25.0,0.0,43.1
82,24,9,29.3,8.00,7,1,3,14.3,0,0.00,44,2,7,16,13.2,58,25.0,0.0,43.1,859,2010-11-28,2010,11,28,,羽生市体育館,GSS東京サンビームズ,日立リヴァーレ,笛木彰,國見茂行,0,3,3,Lose,59,Away,79,43,6,54.4,14.33,15,6,2,40.0,4,1.33,74,8,9,29,18.7,37,20.0,0.0,54.1
187,65,8,34.8,13.00,12,3,0,25.0,3,0.60,95,4,10,36,12.8,94,50.0,0.0,53.2,860,2010-11-28,2010,11,28,,熊本県立総合体育館,大野石油広島オイラーズ,四国Eighty8Queen,豆田憲昭,三ヶ島正好,2,3,5,Lose,106,Home,175,73,9,41.7,14.60,6,1,1,16.7,9,1.80,107,5,10,42,14.1,59,32.0,0.0,54.2
175,73,9,41.7,14.60,6,1,1,16.7,9,1.80,107,5,10,42,14.1,59,32.0,0.0,54.2,860,2010-11-28,2010,11,28,,熊本県立総合体育館,四国Eighty8Queen,大野石油広島オイラーズ,米田一典,,3,2,5,Win,106,Away,187,65,8,34.8,13.00,12,3,0,25.0,3,0.60,95,4,10,36,12.8,94,50.0,0.0,53.2
158,64,6,40.5,16.00,8,0,0,0.0,8,2.00,101,5,13,34,12.8,80,49.0,0.0,61.3,861,2010-11-28,2010,11,28,,熊本県立総合体育館,健祥会レッドハーツ,KUROBEアクアフェアリーズ,佐々木充,,3,1,4,Win,104,Home,162,56,15,34.6,14.00,12,5,1,41.7,4,1.00,89,3,7,30,11.6,86,49.0,0.0,57.0
162,56,15,34.6,14.00,12,5,1,41.7,4,1.00,89,3,7,30,11.6,86,49.0,0.0,57.0,861,2010-11-28,2010,11,28,,熊本県立総合体育館,KUROBEアクアフェアリーズ,健祥会レッドハーツ,米山弘,浜田勝彦,1,3,4,Lose,104,Away,158,64,6,40.5,16.00,8,0,0,0.0,8,2.00,101,5,13,34,12.8,80,49.0,0.0,61.3
85,41,11,48.2,13.67,5,1,1,20.0,15,5.00,74,3,6,30,13.4,53,31.0,0.0,58.5,862,2010-11-28,2010,11,28,,熊本県立総合体育館,埼玉上尾メディックス,フォレストリーヴズ熊本,吉田敏明,藤本幹朗,3,0,3,Win,69,Home,100,38,7,38.0,12.67,0,0,0,-,2,0.67,61,0,8,22,9.0,68,35.0,0.0,51.5
100,38,7,38.0,12.67,0,0,0,-,2,0.67,61,0,8,22,9.0,68,35.0,0.0,51.5,862,2010-11-28,2010,11,28,,熊本県立総合体育館,フォレストリーヴズ熊本,埼玉上尾メディックス,中島裕二,古閑鈴香,0,3,3,Lose,69,Away,85,41,11,48.2,13.67,5,1,1,20.0,15,5.00,74,3,6,30,13.4,53,31.0,0.0,58.5
115,38,6,33.0,12.67,8,3,0,37.5,7,2.33,73,1,7,25,9.7,45,28.0,0.0,62.2,863,2010-12-04,2010,12,04,,上尾市民体育館,大野石油広島オイラーズ,GSS東京サンビームズ,豆田憲昭,三ヶ島正好,3,0,3,Win,63,Home,122,36,14,29.5,12.00,12,3,2,25.0,4,1.33,52,0,10,17,8.2,58,34.0,0.0,58.6
122,36,14,29.5,12.00,12,3,2,25.0,4,1.33,52,0,10,17,8.2,58,34.0,0.0,58.6,863,2010-12-04,2010,12,04,,上尾市民体育館,GSS東京サンビームズ,大野石油広島オイラーズ,笛木彰,國見茂行,0,3,3,Lose,63,Away,115,38,6,33.0,12.67,8,3,0,37.5,7,2.33,73,1,7,25,9.7,45,28.0,0.0,62.2
96,26,5,27.1,8.67,1,0,0,0.0,6,2.00,54,4,4,14,13.1,62,39.0,0.0,62.9,864,2010-12-04,2010,12,04,,上尾市民体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,0,3,3,Lose,67,Home,97,45,5,46.4,15.00,7,2,0,28.6,13,4.33,74,5,9,21,13.3,48,32.0,0.0,66.7
97,45,5,46.4,15.00,7,2,0,28.6,13,4.33,74,5,9,21,13.3,48,32.0,0.0,66.7,864,2010-12-04,2010,12,04,,上尾市民体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,0,3,Win,67,Away,96,26,5,27.1,8.67,1,0,0,0.0,6,2.00,54,4,4,14,13.1,62,39.0,0.0,62.9
203,72,11,35.5,14.40,1,0,0,0.0,4,0.80,107,3,8,23,8.0,97,61.0,0.0,62.9,865,2010-12-04,2010,12,04,,新発田市カルチャーセンター,フォレストリーヴズ熊本,PFUブルーキャッツ,中島裕二,古閑鈴香,2,3,5,Lose,115,Home,196,68,10,34.7,13.60,5,2,1,40.0,17,3.40,111,2,12,36,9.9,97,73.0,0.0,75.3
196,68,10,34.7,13.60,5,2,1,40.0,17,3.40,111,2,12,36,9.9,97,73.0,0.0,75.3,865,2010-12-04,2010,12,04,,新発田市カルチャーセンター,PFUブルーキャッツ,フォレストリーヴズ熊本,岸本太道,和田昭郁,3,2,5,Win,115,Away,203,72,11,35.5,14.40,1,0,0,0.0,4,0.80,107,3,8,23,8.0,97,61.0,0.0,62.9
108,45,5,41.7,15.00,4,0,0,0.0,7,2.33,73,2,8,36,14.8,57,29.0,0.0,50.9,866,2010-12-04,2010,12,04,,新発田市カルチャーセンター,健祥会レッドハーツ,Befcoビービースターズ,佐々木充,,3,0,3,Win,74,Home,109,36,8,33.0,12.00,0,0,0,-,10,3.33,66,2,8,27,13.0,64,27.0,0.0,42.2
109,36,8,33.0,12.00,0,0,0,-,10,3.33,66,2,8,27,13.0,64,27.0,0.0,42.2,866,2010-12-04,2010,12,04,,新発田市カルチャーセンター,Befcoビービースターズ,健祥会レッドハーツ,大澤長蔵,佐藤和也,0,3,3,Lose,74,Away,108,45,5,41.7,15.00,4,0,0,0.0,7,2.33,73,2,8,36,14.8,57,29.0,0.0,50.9
194,62,10,32.0,15.50,10,2,1,20.0,5,1.25,88,6,6,29,14.4,91,50.0,0.0,54.9,867,2010-12-05,2010,12,05,,上尾市民体育館,大野石油広島オイラーズ,柏エンゼルクロス,豆田憲昭,,1,3,4,Lose,94,Home,174,61,5,35.1,15.25,4,1,1,25.0,13,3.25,97,6,3,38,15.4,79,47.0,0.0,59.5
174,61,5,35.1,15.25,4,1,1,25.0,13,3.25,97,6,3,38,15.4,79,47.0,0.0,59.5,867,2010-12-05,2010,12,05,,上尾市民体育館,柏エンゼルクロス,大野石油広島オイラーズ,片田瑞己,,3,1,4,Win,94,Away,194,62,10,32.0,15.50,10,2,1,20.0,5,1.25,88,6,6,29,14.4,91,50.0,0.0,54.9
91,47,4,51.6,15.67,9,6,0,66.7,5,1.67,73,4,6,32,15.3,37,23.0,0.0,62.2,868,2010-12-05,2010,12,05,,上尾市民体育館,埼玉上尾メディックス,GSS東京サンビームズ,吉田敏明,藤本幹朗,3,0,3,Win,64,Home,103,27,8,26.2,9.00,9,1,3,11.1,2,0.67,39,0,6,12,7.7,56,24.0,0.0,42.9
103,27,8,26.2,9.00,9,1,3,11.1,2,0.67,39,0,6,12,7.7,56,24.0,0.0,42.9,868,2010-12-05,2010,12,05,,上尾市民体育館,GSS東京サンビームズ,埼玉上尾メディックス,笛木彰,國見茂行,0,3,3,Lose,64,Away,91,47,4,51.6,15.67,9,6,0,66.7,5,1.67,73,4,6,32,15.3,37,23.0,0.0,62.2
130,37,6,28.5,12.33,3,0,1,0.0,2,0.67,58,2,3,14,8.8,69,37.0,0.0,53.6,869,2010-12-05,2010,12,05,,新発田市カルチャーセンター,健祥会レッドハーツ,PFUブルーキャッツ,佐々木充,,0,3,3,Lose,72,Home,123,53,9,43.1,17.67,5,0,1,0.0,9,3.00,73,0,4,32,11.0,55,39.0,0.0,70.9
123,53,9,43.1,17.67,5,0,1,0.0,9,3.00,73,0,4,32,11.0,55,39.0,0.0,70.9,869,2010-12-05,2010,12,05,,新発田市カルチャーセンター,PFUブルーキャッツ,健祥会レッドハーツ,岸本太道,和田昭郁,3,0,3,Win,72,Away,130,37,6,28.5,12.33,3,0,1,0.0,2,0.67,58,2,3,14,8.8,69,37.0,0.0,53.6
113,46,7,40.7,15.33,0,0,0,-,6,2.00,74,6,0,26,16.4,47,25.0,0.0,53.2,870,2010-12-05,2010,12,05,,新発田市カルチャーセンター,フォレストリーヴズ熊本,Befcoビービースターズ,中島裕二,古閑鈴香,3,0,3,Win,66,Home,111,34,9,30.6,11.33,2,0,1,0.0,7,2.33,53,2,5,21,13.3,70,42.0,0.0,60.0
111,34,9,30.6,11.33,2,0,1,0.0,7,2.33,53,2,5,21,13.3,70,42.0,0.0,60.0,870,2010-12-05,2010,12,05,,新発田市カルチャーセンター,Befcoビービースターズ,フォレストリーヴズ熊本,大澤長蔵,佐藤和也,0,3,3,Lose,66,Away,113,46,7,40.7,15.33,0,0,0,-,6,2.00,74,6,0,26,16.4,47,25.0,0.0,53.2
126,33,6,26.2,11.00,2,0,0,0.0,1,0.33,53,0,7,8,3.8,67,51.0,0.0,76.1,871,2010-12-11,2010,12,11,,柏市中央体育館,フォレストリーヴズ熊本,日立リヴァーレ,中島裕二,古閑鈴香,0,3,3,Lose,66,Home,89,37,9,41.6,12.33,14,3,5,21.4,19,6.33,73,2,5,15,7.6,46,38.0,0.0,82.6
89,37,9,41.6,12.33,14,3,5,21.4,19,6.33,73,2,5,15,7.6,46,38.0,0.0,82.6,871,2010-12-11,2010,12,11,,柏市中央体育館,日立リヴァーレ,フォレストリーヴズ熊本,濱田義弘,菅原貞敬,3,0,3,Win,66,Away,126,33,6,26.2,11.00,2,0,0,0.0,1,0.33,53,0,7,8,3.8,67,51.0,0.0,76.1
111,30,11,27.0,10.00,6,0,1,0.0,2,0.67,47,2,7,6,7.0,38,23.0,0.0,60.5,872,2010-12-11,2010,12,11,,柏市中央体育館,GSS東京サンビームズ,柏エンゼルクロス,笛木彰,國見茂行,0,3,3,Lose,61,Home,97,38,5,39.2,12.67,1,0,0,0.0,13,4.33,74,4,6,17,10.3,39,32.0,0.0,82.1
97,38,5,39.2,12.67,1,0,0,0.0,13,4.33,74,4,6,17,10.3,39,32.0,0.0,82.1,872,2010-12-11,2010,12,11,,柏市中央体育館,柏エンゼルクロス,GSS東京サンビームズ,片田瑞己,田部井千夏,3,0,3,Win,61,Away,111,30,11,27.0,10.00,6,0,1,0.0,2,0.67,47,2,7,6,7.0,38,23.0,0.0,60.5
147,54,10,36.7,13.50,10,2,2,20.0,12,3.00,94,4,4,24,9.8,72,44.0,0.0,61.1,873,2010-12-11,2010,12,11,,久留米総合スポーツセンター体育館,三洋電機レッドソア,KUROBEアクアフェアリーズ,坂本博秋,天野ゆかり,3,1,4,Win,88,Home,171,52,15,30.4,13.00,18,4,2,22.2,8,2.00,77,2,4,27,11.1,90,62.0,0.0,68.9
171,52,15,30.4,13.00,18,4,2,22.2,8,2.00,77,2,4,27,11.1,90,62.0,0.0,68.9,873,2010-12-11,2010,12,11,,久留米総合スポーツセンター体育館,KUROBEアクアフェアリーズ,三洋電機レッドソア,米山弘,浜田勝彦,1,3,4,Lose,88,Away,147,54,10,36.7,13.50,10,2,2,20.0,12,3.00,94,4,4,24,9.8,72,44.0,0.0,61.1
107,25,12,23.4,8.33,2,0,1,0.0,3,1.00,48,5,4,6,12.3,68,45.0,0.0,66.2,874,2010-12-11,2010,12,11,,久留米総合スポーツセンター体育館,Befcoビービースターズ,PFUブルーキャッツ,大澤長蔵,佐藤和也,0,3,3,Lose,59,Home,96,45,6,46.9,15.00,4,0,1,0.0,8,2.67,74,1,6,22,8.5,42,33.0,0.0,78.6
96,45,6,46.9,15.00,4,0,1,0.0,8,2.67,74,1,6,22,8.5,42,33.0,0.0,78.6,874,2010-12-11,2010,12,11,,久留米総合スポーツセンター体育館,PFUブルーキャッツ,Befcoビービースターズ,岸本太道,和田昭郁,3,0,3,Win,59,Away,107,25,12,23.4,8.33,2,0,1,0.0,3,1.00,48,5,4,6,12.3,68,45.0,0.0,66.2
130,44,6,33.8,14.67,1,0,0,0.0,4,1.33,65,2,8,14,7.8,41,13.0,0.0,31.7,875,2010-12-12,2010,12,12,,柏市中央体育館,GSS東京サンビームズ,フォレストリーヴズ熊本,笛木彰,國見茂行,0,3,3,Lose,70,Home,134,49,8,36.6,16.33,0,0,0,-,6,2.00,78,5,3,30,15.0,57,41.0,0.0,71.9
134,49,8,36.6,16.33,0,0,0,-,6,2.00,78,5,3,30,15.0,57,41.0,0.0,71.9,875,2010-12-12,2010,12,12,,柏市中央体育館,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,古閑鈴香,3,0,3,Win,70,Away,130,44,6,33.8,14.67,1,0,0,0.0,4,1.33,65,2,8,14,7.8,41,13.0,0.0,31.7
128,54,5,42.2,13.50,0,0,0,-,5,1.25,80,3,13,9,6.1,82,59.0,0.0,72.0,876,2010-12-12,2010,12,12,,柏市中央体育館,柏エンゼルクロス,日立リヴァーレ,片田瑞己,田部井千夏,1,3,4,Lose,89,Home,127,67,4,52.8,16.75,16,8,1,50.0,6,1.50,93,2,10,22,7.8,66,55.0,0.0,83.3
127,67,4,52.8,16.75,16,8,1,50.0,6,1.50,93,2,10,22,7.8,66,55.0,0.0,83.3,876,2010-12-12,2010,12,12,,柏市中央体育館,日立リヴァーレ,柏エンゼルクロス,濱田義弘,菅原貞敬,3,1,4,Win,89,Away,128,54,5,42.2,13.50,0,0,0,-,5,1.25,80,3,13,9,6.1,82,59.0,0.0,72.0
250,77,6,30.8,15.40,29,13,2,44.8,13,2.60,110,2,10,20,6.2,104,79.0,0.0,76.0,877,2010-12-12,2010,12,12,,飯塚市第一体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,天野ゆかり,2,3,5,Lose,111,Home,238,75,10,31.5,15.00,5,2,1,40.0,13,2.60,111,2,7,23,6.6,99,78.0,0.0,78.8
238,75,10,31.5,15.00,5,2,1,40.0,13,2.60,111,2,7,23,6.6,99,78.0,0.0,78.8,877,2010-12-12,2010,12,12,,飯塚市第一体育館,PFUブルーキャッツ,三洋電機レッドソア,岸本太道,和田昭郁,3,2,5,Win,111,Away,250,77,6,30.8,15.40,29,13,2,44.8,13,2.60,110,2,10,20,6.2,104,79.0,0.0,76.0
111,32,6,28.8,10.67,3,1,0,33.3,8,2.67,57,1,10,23,11.5,68,32.0,0.0,47.1,878,2010-12-12,2010,12,12,,飯塚市第一体育館,Befcoビービースターズ,KUROBEアクアフェアリーズ,大澤長蔵,佐藤和也,0,3,3,Lose,65,Home,115,44,5,38.3,14.67,13,3,1,23.1,3,1.00,74,6,4,32,17.8,47,23.0,0.0,48.9
115,44,5,38.3,14.67,13,3,1,23.1,3,1.00,74,6,4,32,17.8,47,23.0,0.0,48.9,878,2010-12-12,2010,12,12,,飯塚市第一体育館,KUROBEアクアフェアリーズ,Befcoビービースターズ,米山弘,,3,0,3,Win,65,Away,111,32,6,28.8,10.67,3,1,0,33.3,8,2.67,57,1,10,23,11.5,68,32.0,0.0,47.1
104,44,6,42.3,14.67,6,1,2,16.7,5,1.67,73,5,12,16,11.5,49,40.0,0.0,81.6,879,2010-12-25,2010,12,25,,黒部市総合体育センター,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,71,Home,94,26,11,27.7,8.67,0,0,0,-,3,1.00,52,1,3,8,5.4,59,40.0,0.0,67.8
94,26,11,27.7,8.67,0,0,0,-,3,1.00,52,1,3,8,5.4,59,40.0,0.0,67.8,879,2010-12-25,2010,12,25,,黒部市総合体育センター,Befcoビービースターズ,埼玉上尾メディックス,大澤長蔵,佐藤和也,0,3,3,Lose,71,Away,104,44,6,42.3,14.67,6,1,2,16.7,5,1.67,73,5,12,16,11.5,49,40.0,0.0,81.6
196,66,12,33.7,13.20,3,0,1,0.0,6,1.20,98,2,7,27,8.7,105,67.0,0.0,63.8,880,2010-12-25,2010,12,25,,黒部市総合体育センター,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,田部井千夏,2,3,5,Lose,120,Home,186,67,17,36.0,13.40,9,2,2,22.2,17,3.40,111,3,5,35,10.0,90,62.0,0.0,68.9
186,67,17,36.0,13.40,9,2,2,22.2,17,3.40,111,3,5,35,10.0,90,62.0,0.0,68.9,880,2010-12-25,2010,12,25,,黒部市総合体育センター,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,浜田勝彦,3,2,5,Win,120,Away,196,66,12,33.7,13.20,3,0,1,0.0,6,1.20,98,2,7,27,8.7,105,67.0,0.0,63.8
117,38,7,32.5,12.67,3,0,1,0.0,4,1.33,57,2,13,12,8.8,63,42.0,0.0,66.7,881,2010-12-25,2010,12,25,,高松市香川総合体育館,健祥会レッドハーツ,日立リヴァーレ,佐々木充,,0,3,3,Lose,69,Home,104,36,2,34.6,12.00,15,6,1,40.0,13,4.33,73,6,8,17,12.9,42,30.0,0.0,71.4
104,36,2,34.6,12.00,15,6,1,40.0,13,4.33,73,6,8,17,12.9,42,30.0,0.0,71.4,881,2010-12-25,2010,12,25,,高松市香川総合体育館,日立リヴァーレ,健祥会レッドハーツ,濱田義弘,菅原貞敬,3,0,3,Win,69,Away,117,38,7,32.5,12.67,3,0,1,0.0,4,1.33,57,2,13,12,8.8,63,42.0,0.0,66.7
89,28,12,31.5,9.33,8,3,2,37.5,2,0.67,40,0,3,9,5.6,50,28.0,0.0,56.0,882,2010-12-25,2010,12,25,,高松市香川総合体育館,GSS東京サンビームズ,四国Eighty8Queen,笛木彰,國見茂行,0,3,3,Lose,59,Home,82,44,1,53.7,14.67,3,0,0,0.0,8,2.67,73,2,4,24,10.7,36,27.0,0.0,75.0
82,44,1,53.7,14.67,3,0,0,0.0,8,2.67,73,2,4,24,10.7,36,27.0,0.0,75.0,882,2010-12-25,2010,12,25,,高松市香川総合体育館,四国Eighty8Queen,GSS東京サンビームズ,米田一典,,3,0,3,Win,59,Away,89,28,12,31.5,9.33,8,3,2,37.5,2,0.67,40,0,3,9,5.6,50,28.0,0.0,56.0
171,62,14,36.3,15.50,1,0,1,0.0,20,5.00,98,2,4,18,6.4,86,59.0,0.0,68.6,883,2010-12-26,2010,12,26,,黒部市総合体育センター,Befcoビービースターズ,柏エンゼルクロス,大澤長蔵,佐藤和也,3,1,4,Win,101,Home,176,57,10,32.4,14.25,4,1,1,25.0,9,2.25,91,3,2,27,10.7,93,74.0,0.0,79.6
176,57,10,32.4,14.25,4,1,1,25.0,9,2.25,91,3,2,27,10.7,93,74.0,0.0,79.6,883,2010-12-26,2010,12,26,,黒部市総合体育センター,柏エンゼルクロス,Befcoビービースターズ,片田瑞己,田部井千夏,1,3,4,Lose,101,Away,171,62,14,36.3,15.50,1,0,1,0.0,20,5.00,98,2,4,18,6.4,86,59.0,0.0,68.6
197,77,9,39.1,15.40,3,0,0,0.0,11,2.20,108,3,7,25,8.6,96,65.0,0.0,67.7,884,2010-12-26,2010,12,26,,黒部市総合体育センター,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,3,2,5,Win,129,Home,198,77,7,38.9,15.40,12,1,2,8.3,7,1.40,108,2,9,30,8.6,98,73.0,0.0,74.5
198,77,7,38.9,15.40,12,1,2,8.3,7,1.40,108,2,9,30,8.6,98,73.0,0.0,74.5,884,2010-12-26,2010,12,26,,黒部市総合体育センター,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,2,3,5,Lose,129,Away,197,77,9,39.1,15.40,3,0,0,0.0,11,2.20,108,3,7,25,8.6,96,65.0,0.0,67.7
87,46,7,52.9,15.33,3,2,0,66.7,8,2.67,73,3,10,29,13.5,43,27.0,0.0,62.8,885,2010-12-26,2010,12,26,,高松市香川総合体育館,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,,3,0,3,Win,62,Home,81,31,6,38.3,10.33,1,0,1,0.0,0,0.00,51,1,8,15,8.9,34,13.0,0.0,38.2
81,31,6,38.3,10.33,1,0,1,0.0,0,0.00,51,1,8,15,8.9,34,13.0,0.0,38.2,885,2010-12-26,2010,12,26,,高松市香川総合体育館,GSS東京サンビームズ,健祥会レッドハーツ,笛木彰,國見茂行,0,3,3,Lose,62,Away,87,46,7,52.9,15.33,3,2,0,66.7,8,2.67,73,3,10,29,13.5,43,27.0,0.0,62.8
