No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
6,,佐々木萌,1,,,□,,,6,1,0,16.7,1.00,0,0,0,-,0,-,1,0,0,0,0.0,1,1.0,0.0,100.0,852,2010-11-27,2010,11,27,,羽生市体育館,三洋電機レッドソア,柏エンゼルクロス,坂本博秋,天野ゆかり,3,0,3,Win,71,Home
7,,徳川恵理,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,三洋電機レッドソア,柏エンゼルクロス,坂本博秋,天野ゆかり,3,0,3,Win,71,Home
8,,中野清香,3,■,■,■,,,40,16,3,40.0,5.33,10,2,1,20.0,0,-,14,0,0,6,10.7,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,三洋電機レッドソア,柏エンゼルクロス,坂本博秋,天野ゆかり,3,0,3,Win,71,Home
9,,寺沢美香,1,,□,,,,0,0,0,-,-,0,0,0,-,1,1.00,0,0,0,0,-,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,三洋電機レッドソア,柏エンゼルクロス,坂本博秋,天野ゆかり,3,0,3,Win,71,Home
10,L,北上夏希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,三洋電機レッドソア,柏エンゼルクロス,坂本博秋,天野ゆかり,3,0,3,Win,71,Home
12,,星亜矢子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,三洋電機レッドソア,柏エンゼルクロス,坂本博秋,天野ゆかり,3,0,3,Win,71,Home
14,,林蓉子,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,0.0,2,2.0,0.0,100.0,852,2010-11-27,2010,11,27,,羽生市体育館,三洋電機レッドソア,柏エンゼルクロス,坂本博秋,天野ゆかり,3,0,3,Win,71,Home
15,L,横江千秋,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,20.0,0.0,83.3,852,2010-11-27,2010,11,27,,羽生市体育館,三洋電機レッドソア,柏エンゼルクロス,坂本博秋,天野ゆかり,3,0,3,Win,71,Home
16,,松野由香,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,1,0.33,11,0,0,4,9.1,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,三洋電機レッドソア,柏エンゼルクロス,坂本博秋,天野ゆかり,3,0,3,Win,71,Home
17,,新城友美,3,■,■,■,,,12,4,0,33.3,1.33,0,0,0,-,1,0.33,11,0,0,5,11.4,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,三洋電機レッドソア,柏エンゼルクロス,坂本博秋,天野ゆかり,3,0,3,Win,71,Home
2,L,田部井千夏,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,13.0,0.0,68.4,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
3,,岡村貴衣,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
4,,石橋ちとせ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
6,,伊藤綾子,3,■,■,■,,,12,0,1,0.0,-,0,0,0,-,0,-,8,0,1,1,3.1,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
7,,江森圭美,3,■,■,■,,,28,12,0,42.9,4.00,2,0,0,0.0,0,-,11,0,2,1,2.3,22,12.0,0.0,54.5,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
10,,山城未沙,3,■,■,■,,,48,14,2,29.2,4.67,2,1,1,50.0,5,1.67,8,1,2,0,12.5,15,8.0,0.0,53.3,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
11,,丸山祐希,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,9,0,0,2,5.6,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
12,,佐藤理栄子,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
13,,田中芽衣,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
14,L,菅長愛子,1,,,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,4,3.0,0.0,75.0,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
15,,仲本知佳,3,■,■,■,,,13,3,0,23.1,1.00,0,0,0,-,1,0.33,9,0,0,0,0.0,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
16,,鈴木悠佳子,3,□,□,□,,,9,3,0,33.3,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
18,,佐藤由香,3,■,■,■,,,18,7,1,38.9,2.33,0,0,0,-,2,0.67,12,0,0,5,10.4,10,5.0,0.0,50.0,852,2010-11-27,2010,11,27,,羽生市体育館,柏エンゼルクロス,三洋電機レッドソア,片田瑞己,,0,3,3,Lose,71,Away
1,,餅田千佳,3,■,■,■,,,23,11,1,47.8,3.67,1,0,0,0.0,3,1.00,12,1,0,5,18.8,22,18.0,0.0,81.8,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
2,,松永真果,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
3,,大久保梨紗,3,□,■,■,,,18,8,1,44.4,2.67,6,2,1,33.3,1,0.33,9,0,0,1,2.8,5,2.0,0.0,40.0,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
6,,佐々木夏希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
7,,東山由香,3,■,■,■,,,3,1,0,33.3,0.33,0,0,0,-,0,-,16,0,0,6,9.4,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
8,,足立史織,1,■,,,,,6,2,0,33.3,2.00,2,0,0,0.0,1,1.00,2,0,0,2,25.0,4,2.0,0.0,50.0,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
9,,松下琴美,3,■,■,■,,,16,5,1,31.2,1.67,1,0,0,0.0,3,1.00,7,0,1,2,7.1,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
10,L,小酒翔子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,13.0,0.0,76.5,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
11,,佐藤奈美,3,■,■,■,,,8,8,0,100.0,2.67,0,0,0,-,3,1.00,14,1,1,6,16.4,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
12,,砂田遥,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
13,,武笠麻衣子,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
14,,清水亜寿里,3,■,■,■,,,20,8,1,40.0,2.67,1,0,1,0.0,1,0.33,14,0,1,5,8.9,3,2.0,0.0,66.7,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
15,,川上真央,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
18,L,渡邊沙織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,PFUブルーキャッツ,GSS東京サンビームズ,岸本太道,和田昭郁,3,0,3,Win,66,Home
3,,大場知英,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,1,1.0,0.0,100.0,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
7,L,村木満由子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,17.0,0.0,70.8,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
8,,岩本理恵,3,■,■,■,,,17,4,0,23.5,1.33,2,0,0,0.0,0,-,16,0,2,3,4.7,29,17.0,0.0,58.6,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
9,,遠藤りつこ,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,0,-,9,0,2,2,5.6,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
10,,山口弥緒,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
12,,山下みなみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
15,,鈴木亜矢子,3,■,■,■,,,32,14,1,43.8,4.67,3,2,1,66.7,3,1.00,8,1,0,2,16.2,1,0.0,0.0,0.0,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
16,,菊地めぐみ,3,■,■,■,,,19,4,1,21.1,1.33,0,0,0,-,1,0.33,6,0,1,1,4.2,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
17,,大田美恵子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
18,,小岩美麻,3,■,■,■,,,14,4,1,28.6,1.33,1,0,0,0.0,0,-,11,1,3,1,9.5,0,0.0,0.0,-,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
21,,須江はるか,3,■,■,■,,,42,15,2,35.7,5.00,10,4,0,40.0,0,-,7,0,4,2,7.1,10,4.0,0.0,40.0,853,2010-11-27,2010,11,27,,羽生市体育館,GSS東京サンビームズ,PFUブルーキャッツ,笛木彰,國見茂行,0,3,3,Lose,66,Away
1,,ティファニードッズ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
3,,南早希,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
4,,庄司夕起,3,■,■,■,,,7,4,0,57.1,1.33,0,0,0,-,0,-,11,0,0,9,20.5,0,0.0,0.0,-,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
5,,服部安佑香,3,□,□,□,,,6,3,0,50.0,1.00,0,0,0,-,0,-,4,0,0,1,6.2,1,1.0,0.0,100.0,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
7,L,滝沢ななえ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
9,,澤畠文子,3,■,■,■,,,30,16,2,53.3,5.33,6,3,0,50.0,0,-,13,2,0,6,23.8,12,8.0,0.0,66.7,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
10,,山本友里恵,3,■,■,■,,,11,6,0,54.5,2.00,0,0,0,-,0,-,7,0,1,1,3.6,0,0.0,0.0,-,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
12,,安藤典莉子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
13,,土田望未,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,1,0.33,17,3,2,6,22.9,0,0.0,0.0,-,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
15,,細川麻美,3,■,■,■,,,12,7,0,58.3,2.33,0,0,0,-,2,0.67,6,1,2,1,20.8,3,2.0,0.0,66.7,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
16,,皆本明日香,3,■,■,■,,,24,11,0,45.8,3.67,2,1,0,50.0,4,1.33,14,0,1,9,16.1,8,5.0,0.0,62.5,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
17,,田辺由美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
18,,原田砂代子,2,,□,□,,,1,1,0,100.0,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
19,L,関舞,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,8.0,0.0,57.1,854,2010-11-27,2010,11,27,,山鹿市総合体育館,埼玉上尾メディックス,大野石油広島オイラーズ,吉田敏明,藤本幹朗,3,0,3,Win,67,Home
1,,桑実磨里,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,8,0,0,1,3.1,1,0.0,0.0,0.0,854,2010-11-27,2010,11,27,,山鹿市総合体育館,大野石油広島オイラーズ,埼玉上尾メディックス,豆田憲昭,三ヶ島正好,0,3,3,Lose,67,Away
2,,小受加代子,3,■,■,■,,,14,5,2,35.7,1.67,0,0,0,-,0,-,3,0,1,2,16.7,14,6.0,0.0,42.9,854,2010-11-27,2010,11,27,,山鹿市総合体育館,大野石油広島オイラーズ,埼玉上尾メディックス,豆田憲昭,三ヶ島正好,0,3,3,Lose,67,Away
3,L,福田有里,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,6.0,0.0,40.0,854,2010-11-27,2010,11,27,,山鹿市総合体育館,大野石油広島オイラーズ,埼玉上尾メディックス,豆田憲昭,三ヶ島正好,0,3,3,Lose,67,Away
