背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,長岡 望悠,3,■,■,■,,,33,13,2,39.4,4.33,4,1,1,25.0,1,0.33,12,0,1,2,4.2,2,1.0,0.0,50.0
2,,古藤 千鶴,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,13,1,0,4,13.8,0,0.0,0.0,-
3,,新鍋 理沙,3,■,■,■,,,29,5,3,17.2,1.67,0,0,0,-,0,-,16,0,2,4,6.2,9,7.0,0.0,77.8
4,,岩坂 名奈,3,■,■,■,,,6,1,2,16.7,0.33,0,0,0,-,5,1.67,14,0,2,8,14.3,3,3.0,0.0,100.0
5,,水田 祐未,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,石井 優希,3,■,■,■,,,34,8,5,23.5,2.67,1,0,0,0.0,6,2.00,10,0,0,4,10.0,14,8.0,0.0,57.1
8,,野本 梨佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,平井 香菜子,3,■,■,■,,,10,6,0,60.0,2.00,0,0,0,-,3,1.00,7,1,2,0,11.4,0,0.0,0.0,-
13,L,村田 しおり,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,シべレ バルボザ,2,□,□,,,,7,3,0,42.9,1.50,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,L,筒井 さやか,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,14.0,0.0,77.8
22,,石田 瑞穂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
23,,石橋 里紗,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
24,,中大路 絢野,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,120,36,12,30.0,12.00,5,1,1,20.0,15,5.00,74,2,8,22,9.6,46,33.0,0.0,71.7
