背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,野末 夏子,3,■,■,■,,,29,8,2,27.6,2.67,0,0,0,-,0,-,8,0,1,1,3.1,28,20.0,0.0,71.4
3,,田口 綾菜,3,■,■,■,,,29,11,3,37.9,3.67,0,0,0,-,0,-,12,1,0,3,12.9,5,4.0,0.0,80.0
4,,佐藤 優花,3,■,■,■,,,46,14,3,30.4,4.67,1,0,1,0.0,1,0.33,6,0,0,4,16.7,6,5.0,0.0,83.3
6,,佐藤 仁美,3,■,■,■,,,4,2,0,50.0,0.67,0,0,0,-,0,-,9,0,2,2,5.6,1,0.0,0.0,0.0
7,,後藤 真利,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
8,,松尾 妃七菜,3,■,■,■,,,3,1,0,33.3,0.33,0,0,0,-,0,-,11,0,0,2,4.5,0,0.0,0.0,-
9,,廣田 唯,3,■,■,■,,,11,3,0,27.3,1.00,0,0,0,-,1,0.33,13,2,1,4,20.0,1,0.0,0.0,0.0
10,L,浅野 愛美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,14.0,0.0,70.0
11,,大橋 亜美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,北原 美和子,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,竹内 碧,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,3,18.8,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,122,39,8,32.0,13.00,1,0,1,0.0,2,0.67,64,3,6,19,11.2,61,43.0,0.0,70.5
