背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,田村 真希,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
2,,竹本 由美,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,0,-,10,0,1,2,5.0,0,0.0,0.0,-
3,,座安 好香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,石川 綾菜,2,,□,■,,,18,3,1,16.7,1.50,1,0,0,0.0,1,0.50,3,0,0,0,0.0,1,1.0,0.0,100.0
5,,渡邊 美菜,3,■,■,■,,,19,5,1,26.3,1.67,0,0,0,-,3,1.00,7,0,1,3,10.7,0,0.0,0.0,-
7,L,江森 圭美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,7.0,0.0,36.8
8,,河野 舞,2,■,■,,,,15,3,1,20.0,1.50,4,1,1,25.0,1,0.50,6,0,0,4,16.7,2,0.0,0.0,0.0
9,,高桑 裕恵,2,,□,■,,,9,2,1,22.2,1.00,0,0,0,-,1,0.50,6,0,0,2,8.3,0,0.0,0.0,-
10,,定別當 彩,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,3,3.0,0.0,100.0
12,,佐藤 舞,2,■,■,,,,10,2,0,20.0,1.00,0,0,0,-,1,0.50,8,2,2,3,29.4,0,0.0,0.0,-
13,,清水 玲衣,3,■,■,■,,,26,10,2,38.5,3.33,3,2,0,66.7,1,0.33,11,1,2,2,11.8,7,3.0,0.0,42.9
16,,鈴木 悠佳子,3,■,■,■,,,34,12,3,35.3,4.00,0,0,0,-,0,-,14,0,1,9,16.1,37,16.0,0.0,43.2
チーム合計,チーム合計,チーム合計,3,,,,,,134,39,9,29.1,13.00,8,3,1,37.5,8,2.67,68,3,7,26,13.1,69,30.0,0.0,43.5
