背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,佐藤 宝男,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,細川 延由,5,□,□,■,■,■,18,7,1,38.9,1.40,2,0,0,0.0,1,0.20,18,1,0,11,19.7,15,8.0,0.0,53.3
3,L,大森 陽祐,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,9.0,0.0,47.4
6,,竹内 実,5,■,■,■,■,■,16,7,1,43.8,1.40,1,0,0,0.0,2,0.40,18,0,5,6,8.3,38,24.0,0.0,63.2
7,,菊地 洋之,5,■,■,■,■,■,2,1,0,50.0,0.20,0,0,0,-,4,0.80,7,0,2,1,3.6,0,0.0,0.0,-
8,,宇佐美 大輔,5,■,■,■,■,■,2,2,0,100.0,0.40,0,0,0,-,2,0.40,13,1,2,3,11.9,0,0.0,0.0,-
9,,脇戸 新之助,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,青木 一平,5,■,■,■,■,■,12,10,0,83.3,2.00,0,0,0,-,1,0.20,18,0,0,3,4.2,0,0.0,0.0,-
11,,渡邉 正堂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,鎌田 修,4,□,,□,□,□,0,0,0,-,-,0,0,0,-,0,-,6,1,0,1,17.5,0,0.0,0.0,-
16,,大村 悟,4,■,■,□,,□,15,4,4,26.7,1.00,1,0,0,0.0,1,0.25,7,0,0,2,7.1,8,5.0,0.0,62.5
18,,ロドリゲス アンデルソン,5,■,■,■,■,■,56,25,8,44.6,5.00,24,14,4,58.3,2,0.40,19,5,8,4,26.3,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,121,56,14,46.3,11.20,28,14,4,50.0,13,2.60,106,8,17,31,13.3,80,46.0,0.0,57.5
