背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,谷口 由美恵,3,■,■,■,,,35,10,1,28.6,3.33,0,0,0,-,0,-,7,0,0,2,7.1,19,9.0,0.0,47.4
3,,巳之口 祐美,3,■,■,■,,,32,8,3,25.0,2.67,0,0,0,-,0,-,11,1,0,6,20.9,22,9.0,0.0,40.9
4,,津野 里織,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,2,0.0,0.0,0.0
5,,長野 仁美,3,■,■,■,,,13,6,1,46.2,2.00,0,0,0,-,3,1.00,6,0,1,2,8.3,0,0.0,0.0,-
6,,萩生田 弘美,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,0,-,8,1,0,1,13.1,0,0.0,0.0,-
7,,田巻 由貴子,3,■,■,■,,,5,1,0,20.0,0.33,0,0,0,-,1,0.33,12,0,1,3,6.2,0,0.0,0.0,-
10,L,定別當 彩,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,12.0,0.0,75.0
11,,松田 直子,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,2,12.5,1,1.0,0.0,100.0
12,,長野 友紀,3,■,■,■,,,34,11,3,32.4,3.67,3,1,0,33.3,0,-,8,0,0,4,12.5,6,4.0,0.0,66.7
15,,滝沢 ひとみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,122,38,8,31.1,12.67,3,1,0,33.3,4,1.33,57,2,2,21,12.0,66,35.0,0.0,53.0
