背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,渡邊 彩,2,,,■,■,,9,3,1,33.3,1.50,0,0,0,-,1,0.50,7,0,0,2,7.1,1,1.0,0.0,100.0
3,,佐々木 侑,4,■,■,■,■,,40,18,3,45.0,4.50,9,3,2,33.3,2,0.50,12,0,1,3,6.2,1,0.0,0.0,0.0
4,,天野 ゆかり,3,■,■,■,,,13,5,2,38.5,1.67,2,1,1,50.0,0,-,13,1,2,5,15.8,22,15.0,0.0,68.2
6,,佐々木 萌,3,,□,■,■,,27,10,3,37.0,3.33,6,3,1,50.0,0,-,7,0,1,4,14.3,17,9.0,0.0,52.9
9,,寺沢 美香,4,■,■,■,■,,15,6,3,40.0,1.50,0,0,0,-,4,1.00,12,1,2,6,19.2,2,0.0,0.0,0.0
10,,北上 夏希,4,■,■,□,■,,26,13,4,50.0,3.25,10,5,2,50.0,1,0.25,16,3,1,4,21.3,8,6.0,0.0,75.0
13,,酢田 眞実,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,高田 真帆,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,L,横江 千秋,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,13.0,0.0,68.4
16,,松野 由香,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,25,3,1,13,22.6,0,0.0,0.0,-
17,,新城 友美,2,■,■,,,,10,4,0,40.0,2.00,0,0,0,-,2,1.00,4,0,0,1,6.2,1,0.0,0.0,0.0
18,,嶋村 菜都美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,140,59,16,42.1,14.75,27,12,6,44.4,10,2.50,96,8,8,38,16.6,71,44.0,0.0,62.0
