背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,谷口 由美恵,4,■,■,■,■,,42,14,1,33.3,3.50,0,0,0,-,3,0.75,16,1,0,7,17.2,18,11.0,0.0,61.1
3,,巳之口 祐美,4,■,■,■,■,,43,15,3,34.9,3.75,2,0,0,0.0,0,-,12,0,0,6,12.5,22,11.0,0.0,50.0
4,,津野 里織,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,0,0.0,1,0.0,0.0,0.0
5,,長野 仁美,4,■,■,■,■,,24,7,2,29.2,1.75,0,0,0,-,1,0.25,18,3,0,7,23.1,1,0.0,0.0,0.0
6,,萩生田 弘美,4,■,■,■,■,,4,0,0,0.0,-,0,0,0,-,0,-,19,2,0,6,16.3,1,0.0,0.0,0.0
7,,田巻 由貴子,4,■,■,■,■,,12,3,1,25.0,0.75,0,0,0,-,3,0.75,17,2,1,3,13.8,0,0.0,0.0,-
10,L,定別當 彩,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,6.0,0.0,75.0
11,,松田 直子,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,10,6.0,0.0,60.0
12,,長野 友紀,4,■,■,■,■,,40,14,2,35.0,3.50,1,0,1,0.0,0,-,8,0,0,3,9.4,11,5.0,0.0,45.5
15,,滝沢 ひとみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,165,53,9,32.1,13.25,3,0,1,0.0,7,1.75,96,8,1,32,15.2,72,39.0,0.0,54.2
