背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,田村 真希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,川村 彩菜,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,1,1.0,0.0,100.0
3,,岡村 貴衣,2,□,,□,,,6,2,0,33.3,1.00,0,0,0,-,1,0.50,3,0,0,1,8.3,0,0.0,0.0,-
4,,石橋 ちとせ,3,■,■,■,,,13,6,0,46.2,2.00,0,0,0,-,0,-,22,4,0,8,25.5,19,11.0,0.0,57.9
5,,渡邊 美菜,3,■,■,■,,,11,2,2,18.2,0.67,0,0,0,-,1,0.33,10,0,1,3,7.5,0,0.0,0.0,-
6,,伊藤 綾子,3,■,■,■,,,19,9,1,47.4,3.00,0,0,0,-,1,0.33,6,0,0,2,8.3,1,0.0,0.0,0.0
7,,江森 圭美,3,■,■,■,,,39,11,2,28.2,3.67,0,0,0,-,2,0.67,14,1,3,1,7.5,13,10.0,0.0,76.9
10,,山城 未沙,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,丸山 祐希,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,7,0,0,0,0.0,0,0.0,0.0,-
14,L,菅長 愛子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,8.0,0.0,88.9
16,,鈴木 悠佳子,3,■,■,■,,,44,15,2,34.1,5.00,5,2,0,40.0,3,1.00,8,0,0,4,12.5,21,14.0,0.0,66.7
18,,佐藤 由香,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,133,45,7,33.8,15.00,5,2,0,40.0,8,2.67,73,5,4,19,12.5,64,44.0,0.0,68.8
