No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
19,,尾木将,4,□,□,□,□,,4,1,1,25.0,0.25,0,0,0,-,0,-,4,0,3,0,-18.8,3,0.0,2.0,33.3,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,サフィルヴァ北海道,山本道彦,廣本遥,3,1,4,Win,97,84,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Home
20,,志波京介,1,■,,,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0.0,0.0,-,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,サフィルヴァ北海道,山本道彦,廣本遥,3,1,4,Win,97,84,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Home
1,L,青島賢司,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,7.0,6.0,43.5,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
2,,谷越陽介,4,■,■,■,■,,6,3,0,50.0,0.75,0,0,0,-,4,1.00,10,0,3,0,-7.5,0,0.0,0.0,-,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
4,,奥田基嗣,4,■,■,■,■,,7,4,0,57.1,1.00,0,0,0,-,0,-,19,0,0,4,5.3,1,1.0,0.0,100.0,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
6,,阿部誠樹,2,,,□,□,,6,2,0,33.3,1.00,2,0,0,0.0,0,-,2,0,0,2,25.0,8,3.0,1.0,43.8,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
8,,佐藤陸善,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
10,,三浦拓,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
11,L,藤村稜,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,0.0,50.0,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
12,,田代真輝,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
13,,小泉響輝,4,■,■,■,■,,4,1,0,25.0,0.25,0,0,0,-,4,1.00,11,0,1,3,4.5,0,0.0,0.0,-,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
14,,吉田隼人,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
16,,中林一真,4,■,■,■,■,,15,5,3,33.3,1.25,3,1,0,33.3,0,-,8,0,4,1,-9.4,17,7.0,6.0,58.8,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
17,,森元貴哉,1,,,□,,,4,1,0,25.0,1.00,1,0,0,0.0,0,-,1,0,0,0,0.0,4,1.0,0.0,25.0,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
19,,柳川大知,4,■,■,■,■,,37,17,4,45.9,4.25,23,7,3,30.4,0,-,16,0,3,4,1.6,0,0.0,0.0,-,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
20,,鳥飼亜斗夢,4,■,■,■,■,,34,17,2,50.0,4.25,2,2,0,100.0,3,0.75,14,1,4,2,3.6,27,9.0,7.0,46.3,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away
2,,柏田樹,3,■,■,■,,,8,4,1,50.0,1.33,0,0,0,-,1,0.33,10,0,0,4,10.0,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
3,,田城貴之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
5,,関根ヒカル,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
6,L,渡辺俊介,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,9.0,3.0,75.0,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
7,,越川優,3,■,■,■,,,8,5,0,62.5,1.67,2,1,0,50.0,0,-,17,1,2,2,5.9,18,5.0,6.0,44.4,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
9,,佐々木博秋,3,■,■,■,,,20,7,2,35.0,2.33,4,0,1,0.0,4,1.33,9,0,5,1,-11.1,13,5.0,7.0,65.4,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
10,,戸田拓也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
11,,本澤凌斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
14,,張育陞,3,■,■,■,,,21,10,3,47.6,3.33,12,6,1,50.0,1,0.33,19,4,4,5,22.4,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
15,,加藤伊織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
17,,酒井駿,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
18,,後藤万澄,3,■,■,■,,,6,3,0,50.0,1.00,1,0,0,0.0,2,0.67,9,0,1,4,8.3,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
19,,浜田翔太,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,2,0.67,9,0,1,0,-2.8,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
23,,田城広光,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home
1,,西村駿佑,3,■,■,■,,,23,6,8,26.1,2.00,1,0,1,0.0,0,-,8,0,0,2,6.2,27,9.0,9.0,50.0,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
3,,浅川成也,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
4,,皆川昂太,2,,■,■,,,6,3,0,50.0,1.50,0,0,0,-,1,0.50,4,0,0,0,0.0,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
6,,橋爪ユウキ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
8,,山岡龍司,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,10,1,4,1,2.5,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
9,,平野太一,1,■,,,,,4,1,1,25.0,1.00,0,0,0,-,0,-,4,1,1,0,18.8,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
10,,川端下大,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
11,L,福島孝輝,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,6.0,2.0,63.6,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
12,,石黒拓未,3,■,■,■,,,11,5,1,45.5,1.67,0,0,0,-,1,0.33,6,0,4,0,-16.7,1,1.0,0.0,100.0,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
13,,佃壮悟,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
14,,田中一希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
15,,坂本凱,3,■,■,■,,,9,3,0,33.3,1.00,1,0,0,0.0,0,-,8,0,1,2,3.1,18,5.0,6.0,44.4,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
16,,吉岡衛,3,■,■,■,,,29,14,6,48.3,4.67,8,4,2,50.0,0,-,12,0,1,4,6.2,1,0.0,1.0,50.0,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
22,,神代優司,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,1,0,0,25.0,0,0.0,0.0,-,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away
1,,エバデダンジェフリー　宇意,3,■,■,■,,,11,7,0,63.6,2.33,0,0,0,-,0,-,7,0,2,1,-3.6,1,0.0,0.0,0.0,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
4,,柳田百織,3,■,■,■,,,22,18,1,81.8,6.00,9,8,1,88.9,1,0.33,13,2,1,1,15.4,1,0.0,0.0,0.0,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
6,L,小林慎平,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,7.0,6.0,71.4,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
7,,加藤大雄,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,1,0.33,6,0,2,0,-8.3,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
8,,後藤滉貴,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,0,-6.2,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
9,,手塚奨,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,5,1,0,1,25.0,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
10,,岡村義郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
11,,浅野卓雅,3,■,■,■,,,23,10,3,43.5,3.33,2,1,0,50.0,0,-,12,1,2,2,8.3,24,8.0,9.0,52.1,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
13,,兵頭佳樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
14,,谷平拓海,3,■,■,■,,,23,11,4,47.8,3.67,10,5,2,50.0,0,-,12,1,3,4,10.4,10,3.0,7.0,65.0,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
17,,角大樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
18,,長谷山拓,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,2,0.67,12,0,0,7,14.6,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
19,,尾木将,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,1,0,0,33.3,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
20,,志波京介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home
1,,西村駿佑,3,■,■,■,,,18,6,1,33.3,2.00,2,1,0,50.0,0,-,10,0,1,3,5.0,20,4.0,11.0,47.5,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
3,,浅川成也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
4,,皆川昂太,3,■,■,□,,,7,3,0,42.9,1.00,0,0,0,-,0,-,5,0,0,0,0.0,2,0.0,1.0,25.0,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
6,,橋爪ユウキ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
8,,山岡龍司,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,7,0,1,2,3.6,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
9,,平野太一,2,,□,■,,,5,2,0,40.0,1.00,0,0,0,-,0,-,6,0,1,1,0.0,1,0.0,1.0,50.0,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
10,,川端下大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
11,L,福島孝輝,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,7.0,7.0,61.8,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
12,,石黒拓未,3,■,■,■,,,10,6,0,60.0,2.00,0,0,0,-,0,-,7,0,3,1,-7.1,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
13,,佃壮悟,1,,□,,,,5,1,0,20.0,1.00,0,0,0,-,0,-,0,0,0,0,-,2,0.0,2.0,50.0,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
14,,田中一希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away
