背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,井田 彩奈,4,■,■,■,■,,23,7,1,30.4,1.75,0,0,0,-,1,0.25,13,0,0,8,15.4,0,0.0,0.0,-
2,,浦辺 真希,4,■,■,■,■,,41,18,5,43.9,4.50,3,1,1,33.3,3,0.75,12,1,3,4,15.0,42,21.0,0.0,50.0
3,,大槻 めぐみ,4,■,■,■,■,,31,10,1,32.3,2.50,0,0,0,-,2,0.50,9,1,0,3,17.2,16,9.0,0.0,56.2
4,,内藤 絵莉香,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
5,,彦坂 香奈,3,,□,□,■,,0,0,0,-,-,0,0,0,-,0,-,13,1,1,6,19.2,0,0.0,0.0,-
6,,木村 雅世,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,L,仁里 奈那美,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,10.0,0.0,62.5
8,,笠松 真梨奈,4,■,■,■,■,,31,18,3,58.1,4.50,1,1,0,100.0,2,0.50,19,1,0,9,16.1,3,1.0,0.0,33.3
9,,平山 麻里,4,■,■,■,■,,12,7,2,58.3,1.75,0,0,0,-,2,0.50,22,2,0,10,18.6,0,0.0,0.0,-
11,,岡 夏美,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,2,1.0,0.0,50.0
12,,松田 亜也,2,,□,□,,,8,0,2,0.0,-,0,0,0,-,1,0.50,4,0,0,2,12.5,4,0.0,0.0,0.0
チーム合計,チーム合計,チーム合計,4,,,,,,147,60,14,40.8,15.00,4,2,1,50.0,11,2.75,97,6,4,43,16.2,83,42.0,0.0,50.6
