背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,餅田 千佳,3,■,■,■,,,22,11,1,50.0,3.67,3,1,0,33.3,1,0.33,9,0,0,2,5.6,11,8.0,0.0,72.7
3,,大久保 梨紗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,時長 真菜,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,塚原 佳代子,2,□,,□,,,3,1,0,33.3,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,宮島 裕奈,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,大端 みゆき,3,■,■,■,,,8,3,0,37.5,1.00,0,0,0,-,2,0.67,9,0,0,7,19.4,1,1.0,0.0,100.0
9,,河合 真希,2,■,■,,,,12,4,2,33.3,2.00,0,0,0,-,1,0.50,7,0,0,3,10.7,7,3.0,0.0,42.9
10,,山田 真里恵,2,,□,■,,,11,6,3,54.5,3.00,1,0,1,0.0,0,-,4,0,0,1,6.2,6,4.0,0.0,66.7
11,,佐藤 奈美,3,■,■,■,,,8,4,0,50.0,1.33,0,0,0,-,1,0.33,15,1,1,8,20.0,0,0.0,0.0,-
12,,古藤 千鶴,3,■,■,■,,,13,6,0,46.2,2.00,0,0,0,-,1,0.33,18,1,1,6,12.8,1,0.0,0.0,0.0
14,L,竹村 留美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,7.0,0.0,53.8
15,,佐々木 侑,3,■,■,■,,,20,7,1,35.0,2.33,2,0,0,0.0,2,0.67,12,0,0,5,10.4,7,3.0,0.0,42.9
チーム合計,チーム合計,チーム合計,3,,,,,,97,42,7,43.3,14.00,6,1,1,16.7,8,2.67,74,2,2,32,13.2,46,26.0,0.0,56.5
