背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,諸隈 直樹,4,■,■,■,■,,21,10,1,47.6,2.50,6,3,1,50.0,0,-,18,1,2,1,6.9,5,4.0,0.0,80.0
3,,増村 雅尚,4,■,■,□,□,,14,7,0,50.0,1.75,4,3,0,75.0,1,0.25,4,0,0,2,12.5,6,4.0,0.0,66.7
4,,成田 貴志,3,■,■,,■,,1,0,0,0.0,-,0,0,0,-,1,0.33,6,0,0,0,0.0,0,0.0,0.0,-
5,,浜口 純一,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0.0,0.0,-
6,,青山 繁,4,■,■,■,■,,21,5,4,23.8,1.25,4,2,1,50.0,0,-,19,1,0,2,7.9,27,26.0,0.0,96.3
8,,金牧 貴久,2,,,□,□,,3,2,1,66.7,1.00,1,0,1,0.0,0,-,1,0,0,0,0.0,0,0.0,0.0,-
9,,吉永 文幸,2,,□,■,,,0,0,0,-,-,0,0,0,-,1,0.50,5,0,1,1,5.0,0,0.0,0.0,-
12,,近藤 康史,3,,□,■,■,,30,16,1,53.3,5.33,10,6,1,60.0,1,0.33,8,0,1,1,3.1,7,7.0,0.0,100.0
14,,川浦 博昭,4,■,■,■,■,,13,4,0,30.8,1.00,0,0,0,-,1,0.25,12,0,3,1,2.1,0,0.0,0.0,-
15,,倉内 哲,1,,,,■,,3,2,0,66.7,2.00,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
17,L,花野 裕祥,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,29,28.0,0.0,96.6
20,,尾上 健司,3,■,■,■,,,10,4,1,40.0,1.33,0,0,0,-,0,-,8,0,3,1,3.1,1,1.0,0.0,100.0
チーム合計,チーム合計,チーム合計,4,,,,,,116,50,8,43.1,12.50,25,14,4,56.0,5,1.25,86,2,11,10,5.2,75,70.0,0.0,93.3
