背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,中川 一,3,■,■,■,,,9,2,0,22.2,0.67,0,0,0,-,1,0.33,7,0,1,0,0.0,0,0.0,0.0,-
2,,其田 大輔,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,金近 潤,3,■,■,■,,,9,7,0,77.8,2.33,1,0,0,0.0,0,-,10,1,3,3,17.5,17,12.0,0.0,70.6
4,,山元 克之,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,1,1.0,0.0,100.0
5,,前田 悟,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,11,1,1,5,20.5,0,0.0,0.0,-
7,,小林 宙史,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,西田 靖宏,3,■,■,■,,,54,26,6,48.1,8.67,17,8,3,47.1,1,0.33,10,0,3,0,0.0,3,2.0,0.0,66.7
9,,山口 雅行,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
12,L,置本 雅司,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,15.0,0.0,83.3
15,,五十里 朗,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,半田 剛史,3,■,■,■,,,10,4,1,40.0,1.33,1,0,0,0.0,0,-,14,0,0,4,7.1,3,1.0,0.0,33.3
18,,砂川 登,3,■,■,■,,,17,6,1,35.3,2.00,0,0,0,-,0,-,10,0,1,0,0.0,25,16.0,0.0,64.0
チーム合計,チーム合計,チーム合計,3,,,,,,100,46,8,46.0,15.33,19,8,3,42.1,2,0.67,64,2,10,12,7.8,67,47.0,0.0,70.1
