背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,中川 一,4,■,■,■,■,,11,10,0,90.9,2.50,0,0,0,-,1,0.25,14,0,1,4,7.1,0,0.0,0.0,-
2,,其田 大輔,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
3,,金近 潤,4,■,■,■,■,,16,11,0,68.8,2.75,2,2,0,100.0,0,-,19,3,2,3,18.7,17,16.0,0.0,94.1
5,,前田 悟,4,■,■,■,■,,3,3,0,100.0,0.75,0,0,0,-,2,0.50,12,2,5,2,19.2,0,0.0,0.0,-
6,,和田 一彦,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,小林 宙史,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
8,,西田 靖宏,4,■,■,■,■,,38,22,3,57.9,5.50,18,13,3,72.2,1,0.25,15,1,0,1,7.0,2,0.0,0.0,0.0
11,,美保 考男,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,L,置本 雅司,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,18.0,0.0,100.0
15,,五十里 朗,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,半田 剛史,4,■,■,■,■,,15,9,3,60.0,2.25,0,0,0,-,1,0.25,14,1,0,1,7.5,1,1.0,0.0,100.0
18,,砂川 登,4,■,■,■,■,,19,9,2,47.4,2.25,0,0,0,-,1,0.25,18,0,0,5,6.9,30,28.0,0.0,93.3
チーム合計,チーム合計,チーム合計,4,,,,,,102,64,8,62.7,16.00,20,15,3,75.0,6,1.50,94,7,8,17,11.1,68,63.0,0.0,92.6
