背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,安野 忍,3,■,■,■,,,8,5,0,62.5,1.67,0,0,0,-,1,0.33,8,0,1,1,3.1,0,0.0,0.0,-
4,,星野 知敬,3,□,□,■,,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,1,5.0,0,0.0,0.0,-
5,,平山 譲,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-
6,,桐生 志康,2,■,■,,,,1,0,0,0.0,-,0,0,0,-,0,-,7,0,0,4,14.3,1,1.0,0.0,100.0
7,,槻舘 大輔,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,桑田 鎮典,3,■,■,■,,,21,11,5,52.4,3.67,4,1,3,25.0,2,0.67,9,0,1,0,0.0,18,10.0,0.0,55.6
9,,鈴木 優介,1,,,□,,,6,3,1,50.0,3.00,0,0,0,-,0,-,4,0,0,1,6.2,2,2.0,0.0,100.0
10,,清水 利公,3,■,■,■,,,19,8,1,42.1,2.67,2,0,1,0.0,1,0.33,11,0,3,3,6.8,14,9.0,0.0,64.3
11,,金山 大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,L,八代 昌之,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,7.0,0.0,43.8
13,,立石 武史,3,■,■,■,,,16,7,0,43.8,2.33,0,0,0,-,1,0.33,10,0,2,3,7.5,0,0.0,0.0,-
15,,ベアード デビッド,3,■,■,■,,,27,6,1,22.2,2.00,4,2,0,50.0,1,0.33,8,0,1,2,6.2,13,9.0,0.0,69.2
チーム合計,チーム合計,チーム合計,3,,,,,,98,40,8,40.8,13.33,10,3,4,30.0,6,2.00,64,0,9,16,6.2,64,38.0,0.0,59.4
