背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,中川 一,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,其田 大輔,4,■,■,■,■,,1,0,1,0.0,-,0,0,0,-,0,-,11,0,0,2,4.5,0,0.0,0.0,-
3,,金近 潤,4,■,■,■,■,,14,4,0,28.6,1.00,2,1,0,50.0,0,-,17,0,3,8,11.8,17,11.0,0.0,64.7
4,,山元 克之,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
5,,前田 悟,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
7,,小林 宙史,3,,□,□,■,,24,3,2,12.5,1.00,11,2,2,18.2,0,-,6,0,1,0,0.0,0,0.0,0.0,-
8,,西田 靖宏,3,■,■,■,,,31,15,2,48.4,5.00,12,6,1,50.0,1,0.33,5,0,0,1,5.0,2,0.0,0.0,0.0
11,,美保 考男,4,□,■,■,■,,14,4,3,28.6,1.00,0,0,0,-,2,0.50,8,0,0,2,6.2,33,25.0,0.0,75.8
12,L,置本 雅司,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,12.0,0.0,92.3
15,,五十里 朗,4,■,■,■,■,,8,3,0,37.5,0.75,0,0,0,-,1,0.25,9,0,0,0,0.0,0,0.0,0.0,-
17,,半田 剛史,4,■,■,■,■,,15,7,1,46.7,1.75,0,0,0,-,3,0.75,18,0,1,5,6.9,0,0.0,0.0,-
18,,砂川 登,1,■,,,,,2,0,1,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,7,3.0,0.0,42.9
チーム合計,チーム合計,チーム合計,4,,,,,,109,36,10,33.0,9.00,25,9,3,36.0,7,1.75,78,0,6,19,6.1,72,51.0,0.0,70.8
