背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,諸隈 直樹,5,■,■,■,■,■,38,22,2,57.9,4.40,7,4,1,57.1,0,-,15,1,4,2,10.0,4,3.0,0.0,75.0
2,,熊谷 豪,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,増村 雅尚,4,,□,□,□,■,31,16,3,51.6,4.00,13,5,3,38.5,2,0.50,9,0,1,3,8.3,0,0.0,0.0,-
4,,成田 貴志,5,■,■,■,■,■,1,1,0,100.0,0.20,0,0,0,-,2,0.40,13,0,1,0,0.0,0,0.0,0.0,-
5,,浜口 純一,2,,□,,,□,0,0,0,-,-,0,0,0,-,0,-,2,0,1,1,12.5,0,0.0,0.0,-
6,,青山 繁,5,■,■,■,■,■,18,8,1,44.4,1.60,3,1,0,33.3,2,0.40,19,1,2,5,10.8,50,41.0,0.0,82.0
8,,金牧 貴久,2,,,,□,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,近藤 康史,5,■,■,■,■,□,29,14,1,48.3,2.80,4,3,0,75.0,1,0.20,15,0,0,3,5.0,1,0.0,0.0,0.0
14,,川浦 博昭,5,■,■,■,■,■,15,8,1,53.3,1.60,0,0,0,-,2,0.40,19,0,2,4,5.3,0,0.0,0.0,-
15,,倉内 哲,1,,,□,,,1,1,0,100.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
17,L,花野 裕祥,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,39,33.0,0.0,84.6
20,,尾上 健司,5,■,■,■,■,■,5,2,0,40.0,0.40,0,0,0,-,1,0.20,15,0,1,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,138,72,8,52.2,14.40,27,13,4,48.1,10,2.00,109,2,12,18,5.8,94,77.0,0.0,81.9
