背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
0,,真栄里 理沙,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,1,0.0,0.0,0.0
2,,山口 舞,4,■,■,■,■,,24,9,1,37.5,2.25,0,0,0,-,4,1.00,18,1,0,8,15.6,16,11.0,0.0,68.8
4,,野村 まり,3,■,,□,■,,3,1,0,33.3,0.33,0,0,0,-,0,-,6,0,0,2,8.3,0,0.0,0.0,-
7,,神田 千絵,4,■,■,■,■,,39,9,3,23.1,2.25,0,0,0,-,2,0.50,8,0,2,4,12.5,8,3.0,0.0,37.5
12,,村田 奈都美,2,□,,□,,,3,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
13,,高松 未,4,□,■,■,□,,6,0,1,0.0,-,0,0,0,-,1,0.25,5,1,1,0,16.0,13,6.0,0.0,46.2
15,,岡野 弘子,3,■,,□,■,,3,1,0,33.3,0.33,0,0,0,-,0,-,4,1,0,2,32.5,0,0.0,0.0,-
18,L,金森 純子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,21,10.0,0.0,47.6
21,,森 和代,4,■,■,■,■,,25,12,1,48.0,3.00,0,0,0,-,3,0.75,11,0,0,5,11.4,12,7.0,0.0,58.3
25,,川井 梅香,2,,,□,□,,6,2,0,33.3,1.00,0,0,0,-,0,-,3,0,0,1,8.3,2,1.0,0.0,50.0
33,,若浦 貴子,4,■,■,■,■,,25,13,1,52.0,3.25,0,0,0,-,1,0.25,10,0,0,1,2.5,19,8.0,0.0,42.1
41,,小菅 真弓,4,□,■,■,□,,2,1,0,50.0,0.25,0,0,0,-,1,0.25,6,0,0,1,4.2,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,136,48,7,35.3,12.00,0,0,0,-,12,3.00,73,3,3,24,11.5,92,46.0,0.0,50.0
