背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
0,,吉澤 智恵,4,■,■,■,■,,28,14,2,50.0,3.50,0,0,0,-,0,-,16,2,0,2,14.4,31,19.0,0.0,61.3
1,,ハニーフ タイーバ,4,■,■,■,■,,53,32,3,60.4,8.00,22,13,0,59.1,2,0.50,12,2,1,3,21.2,5,4.0,0.0,80.0
4,,小出 真弓,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,足立 留美,4,■,■,■,■,,20,7,0,35.0,1.75,0,0,0,-,1,0.25,22,1,1,9,13.9,15,10.0,0.0,66.7
6,,今村 直美,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,7.0,0.0,100.0
7,,内藤 香菜子,4,■,■,■,■,,14,8,0,57.1,2.00,0,0,0,-,4,1.00,17,1,1,2,8.8,3,3.0,0.0,100.0
10,,井村 仁美,4,■,■,■,■,,1,0,0,0.0,-,0,0,0,-,0,-,19,0,2,7,9.2,0,0.0,0.0,-
11,,伊地知 麻貴,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,三澤 由佳,4,■,■,■,■,,13,4,0,30.8,1.00,0,0,0,-,1,0.25,12,0,0,6,12.5,0,0.0,0.0,-
16,,小松 留美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,,後藤 恵里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
33,L,和久山 志恵里,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,10.0,0.0,76.9
チーム合計,チーム合計,チーム合計,4,,,,,,129,65,5,50.4,16.25,22,13,0,59.1,8,2.00,98,6,5,29,12.9,74,53.0,0.0,71.6
