背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,山口 舞,5,■,■,■,■,■,27,16,0,59.3,3.20,1,1,0,100.0,1,0.20,17,0,0,3,4.4,16,10.0,0.0,62.5
4,,関 李香,5,■,■,■,■,□,29,13,0,44.8,2.60,1,0,0,0.0,2,0.40,7,0,2,2,7.1,1,1.0,0.0,100.0
5,,福田 舞,5,■,■,■,■,■,30,14,3,46.7,2.80,0,0,0,-,0,-,14,1,1,7,18.2,23,9.0,0.0,39.1
8,,川畑 愛希,5,■,■,■,■,■,79,29,3,36.7,5.80,0,0,0,-,0,-,13,0,4,2,3.8,18,13.0,0.0,72.2
12,,村田 奈都美,1,,,,□,,3,0,1,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,2,1.0,0.0,50.0
14,,宮下 遥,5,■,■,■,■,■,2,1,0,50.0,0.20,1,0,0,0.0,0,-,19,0,1,11,14.5,0,0.0,0.0,-
15,,岡野 弘子,4,,□,□,□,□,0,0,0,-,-,0,0,0,-,1,0.25,5,0,0,0,0.0,0,0.0,0.0,-
16,L,野口 彩佳,2,,,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,小林 亜里沙,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,L,丸山 亜季,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,12.0,0.0,70.6
21,,森 和代,5,■,■,■,■,■,16,7,0,43.8,1.40,0,0,0,-,3,0.60,14,0,0,6,10.7,8,5.0,0.0,62.5
22,,卜部 里菜,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,3,1.0,0.0,33.3
28,,川島 亜依美,3,,□,,□,■,1,1,0,100.0,0.33,0,0,0,-,1,0.33,3,0,0,0,0.0,0,0.0,0.0,-
29,,瀬尾 有耶,3,□,,□,,□,0,0,0,-,-,0,0,0,-,0,-,7,0,0,3,10.7,7,3.0,0.0,42.9
チーム合計,チーム合計,チーム合計,5,,,,,,187,81,7,43.3,16.20,3,1,0,33.3,8,1.60,102,1,8,35,9.4,95,55.0,0.0,57.9
