背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,西脇 万里子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,荒木 絵里香,3,■,■,■,,,13,6,0,46.2,2.00,1,0,0,0.0,2,0.67,13,0,1,6,11.5,0,0.0,0.0,-
3,L,濱口 華菜里,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,2.0,0.0,28.6
4,,中道 瞳,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,8,0,0,4,12.5,0,0.0,0.0,-
5,,木村 沙織,3,■,■,■,,,29,12,3,41.4,4.00,8,2,1,25.0,1,0.33,18,3,0,6,22.8,24,16.0,0.0,66.7
6,,高田 ありさ,3,■,■,■,,,22,4,4,18.2,1.33,2,0,1,0.0,2,0.67,13,1,1,4,13.8,14,10.0,0.0,71.4
8,,迫田 さおり,3,□,□,□,,,17,8,0,47.1,2.67,0,0,0,-,2,0.67,0,0,0,0,-,0,0.0,0.0,-
9,,宮田 由佳里,3,■,■,■,,,9,6,1,66.7,2.00,0,0,0,-,3,1.00,8,0,0,3,9.4,1,0.0,0.0,0.0
10,,小平 花織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,峯村 沙紀,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,1,0,1,62.5,0,0.0,0.0,-
12,,フリール マノン,3,■,■,■,,,23,11,3,47.8,3.67,3,1,1,33.3,1,0.33,8,1,1,4,22.5,0,0.0,0.0,-
13,,田代 佳奈美,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-
14,L,木村 美里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,二見 梓,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,114,48,11,42.1,16.00,14,3,3,21.4,11,3.67,73,6,3,30,17.4,46,28.0,0.0,60.9
