背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,小川 貴史,3,■,■,■,,,10,6,2,60.0,2.00,0,0,0,-,3,1.00,10,0,4,2,5.0,0,0.0,0.0,-
2,,徳丸 善基,3,■,■,■,,,7,3,1,42.9,1.00,0,0,0,-,1,0.33,8,0,0,1,3.1,0,0.0,0.0,-
6,,前田 徹也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,中村 紘二,3,■,■,■,,,9,3,1,33.3,1.00,1,0,1,0.0,1,0.33,9,0,0,1,2.8,43,25.0,0.0,58.1
9,,五十嵐 元,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
10,,オンテレ ジェームス,3,■,■,■,,,36,17,6,47.2,5.67,16,9,1,56.2,1,0.33,8,0,4,2,6.2,0,0.0,0.0,-
11,,舩越 満,2,□,,□,,,1,0,0,0.0,-,0,0,0,-,1,0.50,1,0,1,0,0.0,8,5.0,0.0,62.5
12,L,興梠 龍司,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,7.0,0.0,100.0
15,,石垣 公也,2,,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,2,0,0,2,25.0,1,0.0,0.0,0.0
16,,安田 将利,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,長江 晃生,3,■,■,■,,,13,4,0,30.8,1.33,2,1,0,50.0,0,-,10,0,2,0,0.0,6,5.0,0.0,83.3
18,,山田 要平,3,■,■,■,,,1,0,1,0.0,-,0,0,0,-,3,1.00,9,0,0,1,2.8,0,0.0,0.0,-
19,L,迫谷 竜児,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,,高橋 貴広,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,78,33,11,42.3,11.00,19,10,2,52.6,10,3.33,60,0,11,10,4.2,65,42.0,0.0,64.6
