背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,盛重 龍,2,□,,□,,,8,4,0,50.0,2.00,2,2,0,100.0,0,-,8,0,0,0,0.0,1,1.0,0.0,100.0
4,,内山 正平,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,7,0,0,0,0.0,0,0.0,0.0,-
6,,近 裕崇,2,,□,■,,,2,0,0,0.0,-,0,0,0,-,2,1.00,3,0,0,0,0.0,0,0.0,0.0,-
7,L,古賀 幸一郎,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,16.0,0.0,88.9
8,,井上 崇昭,3,■,■,■,,,19,8,2,42.1,2.67,5,4,0,80.0,1,0.33,7,1,3,0,11.4,5,4.0,0.0,80.0
9,,川浦 博昭,3,■,■,■,,,5,2,0,40.0,0.67,0,0,0,-,0,-,10,0,5,2,5.0,1,1.0,0.0,100.0
10,,アンジェルコ チュク,3,■,■,■,,,28,10,6,35.7,3.33,8,3,3,37.5,3,1.00,11,0,2,1,2.3,0,0.0,0.0,-
11,L,森 佑之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,岡本 秀明,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,幡司 一貴,3,■,■,□,,,6,2,0,33.3,0.67,0,0,0,-,0,-,8,1,1,1,15.6,0,0.0,0.0,-
15,,高橋 和人,3,■,■,■,,,12,5,0,41.7,1.67,6,2,0,33.3,1,0.33,9,0,3,4,11.1,31,22.0,0.0,71.0
18,,丸山 祥二,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
21,,高橋 幸造,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0.0,0.0,-
22,,松永 理生,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,81,32,8,39.5,10.67,21,11,3,52.4,7,2.33,67,2,15,10,6.4,56,44.0,0.0,78.6
