背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,山田 脩造,5,■,■,■,■,■,13,5,2,38.5,1.00,0,0,0,-,1,0.20,16,0,4,1,-4.7,23,5.0,9.0,41.3
2,,山近 哲,5,■,■,■,■,■,12,11,0,91.7,2.20,0,0,0,-,1,0.20,10,0,1,1,0.0,2,0.0,0.0,0.0
3,,クレク バルトシュ,5,■,■,■,■,■,60,33,4,55.0,6.60,28,13,2,46.4,1,0.20,20,1,9,3,-2.5,0,0.0,0.0,-
5,,前田 一誠,5,■,■,■,■,■,2,0,0,0.0,-,0,0,0,-,1,0.20,18,0,1,3,2.8,0,0.0,0.0,-
6,,近 裕崇,5,■,■,■,■,■,12,10,0,83.3,2.00,0,0,0,-,3,0.60,22,0,3,5,2.3,2,0.0,2.0,50.0
7,,白岩 直也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,神谷 雄飛,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,ユン ボンウ,1,,,,,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,椿山 竜介,4,,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0.0,0.0,-
20,L,川口 太一,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
21,,永露 元稀,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,10,1,0,3,17.5,0,0.0,0.0,-
22,,高梨 健太,5,■,■,■,■,■,34,15,0,44.1,3.00,3,3,0,100.0,5,1.00,14,0,6,1,-8.9,34,21.0,5.0,69.1
24,L,小川 智大,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,32,21.0,7.0,76.6
26,,山崎 彰都,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,133,74,6,55.6,14.80,31,16,2,51.6,12,2.40,114,2,25,18,0.2,93,47.0,23.0,62.9
