背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,藤中 優斗,3,■,■,■,,,18,8,0,44.4,2.67,0,0,0,-,0,-,14,0,1,2,1.8,28,13.0,10.0,64.3
2,,金丸 晃大,3,□,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,7,0,0,1,3.6,0,0.0,0.0,-
3,,伏見 大和,2,■,,□,,,3,0,1,0.0,-,0,0,0,-,1,0.50,4,0,1,0,-6.2,2,1.0,0.0,50.0
4,,福山 汰一,3,■,■,■,,,5,1,0,20.0,0.33,0,0,0,-,2,0.67,8,0,1,2,3.1,0,0.0,0.0,-
6,,フォンテレス フェリペ,3,■,■,■,,,19,11,1,57.9,3.67,2,2,0,100.0,0,-,13,1,2,5,13.5,21,8.0,4.0,47.6
7,,柳澤 広平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,郡 浩也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,小林 光輝,2,,□,■,,,0,0,0,-,-,0,0,0,-,1,0.50,3,0,0,0,0.0,0,0.0,0.0,-
11,,袴谷 亮介,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,1,0.0,0,0.0,0.0,-
12,L,興梠 亮,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,西田 有志,3,■,■,■,,,39,18,7,46.2,6.00,15,5,4,33.3,2,0.67,10,0,3,4,2.5,0,0.0,0.0,-
16,,久保山 尚,2,■,■,,,,1,1,0,100.0,0.50,0,0,0,-,0,-,7,0,1,0,-3.6,0,0.0,0.0,-
17,L,本間 隆太,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,2.0,5.0,45.0
19,,浅野 博亮,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,86,40,9,46.5,13.33,17,7,4,41.2,6,2.00,68,1,10,15,3.3,61,24.0,19.0,54.9
