背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,山田 脩造,1,,,,□,,0,0,0,-,-,0,0,0,-,1,1.00,2,0,1,0,-12.5,1,0.0,0.0,0.0
2,,山近 哲,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,クレク バルトシュ,4,■,■,■,■,,29,14,2,48.3,3.50,12,3,2,25.0,1,0.25,14,1,5,5,7.1,1,0.0,0.0,0.0
5,,前田 一誠,4,■,■,■,■,,2,0,0,0.0,-,0,0,0,-,0,-,14,1,1,2,8.9,1,0.0,0.0,0.0
6,,近 裕崇,2,■,■,,,,5,3,1,60.0,1.50,0,0,0,-,0,-,7,0,1,2,3.6,0,0.0,0.0,-
7,,白岩 直也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,ユン ボンウ,2,,,■,■,,2,1,0,50.0,0.50,0,0,0,-,1,0.50,6,0,1,1,0.0,0,0.0,0.0,-
11,,傳田 亮太,4,■,■,■,■,,12,9,0,75.0,2.25,0,0,0,-,2,0.50,11,0,5,2,-6.8,1,1.0,0.0,100.0
14,,椿山 竜介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,,川口 太一,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0
21,,永露 元稀,2,□,,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-
22,,高梨 健太,4,■,■,■,■,,31,14,1,45.2,3.50,3,0,1,0.0,3,0.75,10,0,6,0,-15.0,21,9.0,4.0,52.4
24,L,小川 智大,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,26,18.0,2.0,73.1
26,,山崎 彰都,4,■,■,■,■,,19,5,2,26.3,1.25,2,1,0,50.0,0,-,18,1,4,5,6.9,24,9.0,3.0,43.8
チーム合計,チーム合計,チーム合計,4,,,,,,100,46,6,46.0,11.50,17,4,3,23.5,8,2.00,84,3,24,18,1.8,76,38.0,9.0,55.9
