背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,福田 記代子,4,■,■,■,■,,38,14,3,36.8,3.50,6,1,2,16.7,2,0.50,11,0,0,4,9.1,1,0.0,0.0,0.0
2,,江藤 直美,4,■,■,■,■,,26,10,0,38.5,2.50,0,0,0,-,3,0.75,12,1,0,3,12.9,1,0.0,0.0,0.0
4,,多治見 麻子,4,■,■,■,■,,20,8,1,40.0,2.00,0,0,0,-,4,1.00,16,1,1,4,12.5,14,9.0,0.0,64.3
5,,島崎 みゆき,4,■,■,■,■,,6,1,0,16.7,0.25,0,0,0,-,0,-,13,1,2,1,8.1,0,0.0,0.0,-
6,,田中 姿子,4,■,■,■,■,,17,5,1,29.4,1.25,0,0,0,-,1,0.25,18,0,1,3,4.2,14,10.0,0.0,71.4
7,,谷口 雅美,4,■,■,■,■,,30,8,3,26.7,2.00,0,0,0,-,1,0.25,16,2,2,4,17.5,11,7.0,0.0,63.6
8,,渡邉 悠美,1,□,,,,,2,1,0,50.0,1.00,0,0,0,-,0,-,2,1,1,0,40.0,1,0.0,0.0,0.0
11,,小玉 佐知子,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,宝来 麻紀子,2,□,,□,,,2,0,1,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,西村 光代,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,L,安武 小由樹,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,38,27.0,0.0,71.1
18,,落合 真理,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,141,47,9,33.3,11.75,6,1,2,16.7,11,2.75,88,6,7,19,11.3,80,53.0,0.0,66.2
