背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
0,,佐々木 みき,4,■,■,■,■,,59,21,3,35.6,5.25,0,0,0,-,3,0.75,17,2,2,9,23.8,9,5.0,0.0,55.6
1,,永富 有紀,4,■,■,■,■,,6,1,0,16.7,0.25,0,0,0,-,2,0.50,24,0,0,5,5.2,0,0.0,0.0,-
2,,吉原 知子,4,■,■,■,■,,29,18,0,62.1,4.50,0,0,0,-,3,0.75,13,0,0,9,17.3,26,12.0,0.0,46.2
3,,森山 淳子,4,■,■,■,■,,26,11,1,42.3,2.75,0,0,0,-,1,0.25,13,0,3,6,11.5,17,11.0,0.0,64.7
4,,丹山 美沙緒,3,□,□,,□,,0,0,0,-,-,0,0,0,-,0,-,5,1,0,2,30.0,0,0.0,0.0,-
8,,佐藤 和美,4,■,■,■,■,,23,5,0,21.7,1.25,0,0,0,-,1,0.25,5,0,0,1,5.0,0,0.0,0.0,-
10,,萩原 美代子,1,,,□,,,8,3,0,37.5,3.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
11,,西村 佳名子,4,■,■,■,■,,18,6,1,33.3,1.50,1,0,0,0.0,2,0.50,13,0,0,2,3.8,15,8.0,0.0,53.3
12,,松永 亜希子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,L,田口 久美子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,10.0,0.0,66.7
15,,森富 明日香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
19,,小川 絵梨佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,169,65,5,38.5,16.25,1,0,0,0.0,12,3.00,92,3,5,34,12.3,82,46.0,0.0,56.1
