背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,小谷 弘美,3,□,,□,□,,13,5,1,38.5,1.67,1,0,0,0.0,0,-,5,0,0,0,0.0,2,2.0,0.0,100.0
2,,山下 祐美子,4,■,■,■,■,,30,9,5,30.0,2.25,0,0,0,-,1,0.25,9,0,0,0,0.0,11,6.0,0.0,54.5
5,,足立 留美,4,■,■,■,■,,26,9,0,34.6,2.25,0,0,0,-,1,0.25,13,1,3,4,15.4,15,10.0,0.0,66.7
6,,佐々木 雅子,4,■,■,■,■,,3,2,0,66.7,0.50,0,0,0,-,0,-,17,0,0,1,1.5,0,0.0,0.0,-
7,,川原 恵,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,L,熊倉 由美,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,31,25.0,0.0,80.6
10,,金田 智子,4,■,■,■,■,,25,11,2,44.0,2.75,1,0,0,0.0,0,-,11,0,0,3,6.8,15,7.0,0.0,46.7
12,,尾上 友紀子,2,,,□,□,,9,7,1,77.8,3.50,0,0,0,-,1,0.50,2,0,1,1,12.5,5,4.0,0.0,80.0
14,,鈴木 洋美,4,■,■,■,■,,19,6,2,31.6,1.50,0,0,0,-,3,0.75,17,2,3,6,19.4,1,0.0,0.0,0.0
18,,内藤 香菜子,3,■,■,■,,,11,6,1,54.5,2.00,0,0,0,-,2,0.67,10,0,1,3,7.5,0,0.0,0.0,-
19,,三澤 由佳,1,,,,■,,5,1,0,20.0,1.00,0,0,0,-,1,1.00,6,1,1,2,25.0,2,2.0,0.0,100.0
22,,山崎 望美,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,4,3.0,0.0,75.0
チーム合計,チーム合計,チーム合計,4,,,,,,141,56,12,39.7,14.00,2,0,0,0.0,9,2.25,91,4,9,20,9.7,86,59.0,0.0,68.6
