背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,小谷 弘美,4,□,□,,□,□,8,3,0,37.5,0.75,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,山下 祐美子,5,■,■,■,■,■,40,16,2,40.0,3.20,0,0,0,-,1,0.20,16,0,0,2,3.1,11,9.0,0.0,81.8
5,,足立 留美,5,■,■,■,■,■,34,16,3,47.1,3.20,0,0,0,-,1,0.20,21,0,4,6,7.1,17,14.0,0.0,82.4
6,,佐々木 雅子,5,■,■,■,■,■,2,1,0,50.0,0.20,0,0,0,-,1,0.20,14,1,0,5,14.6,0,0.0,0.0,-
7,,川原 恵,2,,,,□,□,0,0,0,-,-,0,0,0,-,4,2.00,1,0,0,0,0.0,1,1.0,0.0,100.0
8,,田巻 由貴子,1,,,□,,,3,1,0,33.3,1.00,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
9,L,熊倉 由美,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,32,27.0,0.0,84.4
10,,金田 智子,5,■,■,■,■,■,29,13,2,44.8,2.60,0,0,0,-,1,0.20,13,0,1,4,7.7,19,13.0,0.0,68.4
14,,鈴木 洋美,5,■,■,■,■,■,18,10,1,55.6,2.00,0,0,0,-,7,1.40,11,0,1,4,9.1,4,1.0,0.0,25.0
18,,内藤 香菜子,2,,□,□,,,1,1,0,100.0,0.50,0,0,0,-,0,-,2,0,0,1,12.5,1,1.0,0.0,100.0
19,,三澤 由佳,5,■,■,■,■,■,14,5,1,35.7,1.00,0,0,0,-,2,0.40,23,0,2,8,8.7,6,5.0,0.0,83.3
22,,山崎 望美,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,4,0,1,1,6.2,3,2.0,0.0,66.7
チーム合計,チーム合計,チーム合計,5,,,,,,149,66,9,44.3,13.20,0,0,0,-,17,3.40,106,1,10,31,8.1,94,73.0,0.0,77.7
