No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
5,,川口美久,1,,,■,,,5,2,1,40.0,2.00,0,0,0,-,0,-,2,0,0,0,0.0,7,3.0,0.0,42.9,877,2012-12-08,2012,12,08,,猫田記念体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,山口尚美,0,3,3,Lose,72,Home
6,,山口いよな,3,■,■,■,,,13,5,1,38.5,1.67,0,0,0,-,1,0.33,17,0,0,2,2.9,35,15.0,0.0,42.9,877,2012-12-08,2012,12,08,,猫田記念体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,山口尚美,0,3,3,Lose,72,Home
8,,佐藤みなみ,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,3.0,0.0,60.0,877,2012-12-08,2012,12,08,,猫田記念体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,山口尚美,0,3,3,Lose,72,Home
9,,酢田眞実,2,■,■,,,,18,5,1,27.8,2.50,0,0,0,-,1,0.50,8,0,1,2,6.2,4,1.0,0.0,25.0,877,2012-12-08,2012,12,08,,猫田記念体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,山口尚美,0,3,3,Lose,72,Home
10,,矢城あさみ,3,■,■,■,,,11,1,0,9.1,0.33,0,0,0,-,4,1.33,5,1,2,1,21.0,0,0.0,0.0,-,877,2012-12-08,2012,12,08,,猫田記念体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,山口尚美,0,3,3,Lose,72,Home
11,,永溝友美子,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,877,2012-12-08,2012,12,08,,猫田記念体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,山口尚美,0,3,3,Lose,72,Home
12,,城奈津希,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,0.0,0.0,877,2012-12-08,2012,12,08,,猫田記念体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,山口尚美,0,3,3,Lose,72,Home
13,,和多桃子,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,8,0,0,0,0.0,0,0.0,0.0,-,877,2012-12-08,2012,12,08,,猫田記念体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,山口尚美,0,3,3,Lose,72,Home
15,L,久保みゆき,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,2.0,0.0,40.0,877,2012-12-08,2012,12,08,,猫田記念体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,山口尚美,0,3,3,Lose,72,Home
1,,矢山美沙,3,■,■,■,,,6,3,1,50.0,1.00,0,0,0,-,6,2.00,10,0,1,5,12.5,0,0.0,0.0,-,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
2,,平川実愛,3,■,■,■,,,28,14,5,50.0,4.67,2,0,0,0.0,0,-,16,1,0,9,19.1,14,12.0,0.0,85.7,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
3,L,福田有里,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,7.0,0.0,58.3,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
4,,田中涼子,3,■,■,■,,,48,19,1,39.6,6.33,12,3,1,25.0,1,0.33,8,0,1,5,15.6,11,10.0,0.0,90.9,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
5,,大楠鼓雪,3,■,■,■,,,19,7,2,36.8,2.33,0,0,0,-,2,0.67,11,0,0,5,11.4,2,2.0,0.0,100.0,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
6,,村尾葉津樹,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,13,0,0,8,15.4,0,0.0,0.0,-,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
7,,押川真保,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
8,,吉安遥,2,■,■,,,,16,7,1,43.8,3.50,0,0,0,-,0,-,9,1,0,4,20.0,12,10.0,0.0,83.3,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
10,,芦澤美加,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
11,,板谷美優,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,0.0,0.0,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
12,,槇本京子,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
13,,高桑冬華,2,,□,■,,,13,4,3,30.8,2.00,0,0,0,-,1,0.50,8,0,0,4,12.5,8,5.0,0.0,62.5,877,2012-12-08,2012,12,08,,猫田記念体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,豆田憲昭,知念諒,3,0,3,Win,72,Away
1,L,餅田千佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
2,,船崎恵視,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,0,-,18,0,4,7,9.7,1,0.0,0.0,0.0,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
3,,栗田琴恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
4,L,岩永麻里江,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,36,26.0,0.0,72.2,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
5,,札場多恵,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
6,,佐々木夏希,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
8,,足立史織,4,■,■,■,■,,19,3,1,15.8,0.75,0,0,0,-,0,-,6,0,2,0,0.0,12,8.0,0.0,66.7,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
9,,ロマーニャユランニ,4,■,■,■,■,,27,12,0,44.4,3.00,0,0,0,-,4,1.00,12,0,1,5,10.4,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
11,,佐藤奈美,4,■,■,■,■,,8,4,0,50.0,1.00,1,0,0,0.0,2,0.50,9,0,1,3,8.3,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
12,,砂田遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
14,,清水亜寿里,2,,,□,□,,13,1,0,7.7,0.50,0,0,0,-,0,-,4,0,0,2,12.5,4,1.0,0.0,25.0,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
15,,川上真央,4,■,■,■,■,,63,20,4,31.7,5.00,16,6,0,37.5,1,0.25,16,1,0,6,14.4,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
16,,村松比呂子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
18,,渡邊沙織,4,■,■,■,■,,30,12,1,40.0,3.00,0,0,0,-,0,-,14,0,2,3,5.4,28,18.0,0.0,64.3,878,2012-12-09,2012,12,09,,猫田記念体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,前田幸介,1,3,4,Lose,99,Home
1,,伊藤智美,4,■,■,■,■,,47,15,4,31.9,3.75,0,0,0,-,4,1.00,17,1,3,5,13.2,15,6.0,0.0,40.0,878,2012-12-09,2012,12,09,,猫田記念体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,,3,1,4,Win,99,Away
2,,徐潔,4,■,■,■,■,,6,2,0,33.3,0.50,0,0,0,-,5,1.25,12,1,1,3,14.6,1,1.0,0.0,100.0,878,2012-12-09,2012,12,09,,猫田記念体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,,3,1,4,Win,99,Away
4,,古屋美紀,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,,3,1,4,Win,99,Away
5,,色摩知巳,4,■,■,■,■,,55,23,1,41.8,5.75,4,0,0,0.0,3,0.75,18,0,0,9,12.5,25,15.0,0.0,60.0,878,2012-12-09,2012,12,09,,猫田記念体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,,3,1,4,Win,99,Away
6,L,松田直子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,8.0,0.0,57.1,878,2012-12-09,2012,12,09,,猫田記念体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,,3,1,4,Win,99,Away
8,,松浦未波,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,2,2,10.0,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,,3,1,4,Win,99,Away
9,,位田愛,0,,,,,,7,4,0,57.1,INF,0,0,0,-,1,INF,14,1,0,3,11.1,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,,3,1,4,Win,99,Away
10,,菅野菜緒美,4,■,■,■,■,,32,7,1,21.9,1.75,1,0,0,0.0,0,-,19,3,2,2,17.4,19,15.0,0.0,78.9,878,2012-12-09,2012,12,09,,猫田記念体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,,3,1,4,Win,99,Away
11,,村上菜央,4,■,■,■,■,,16,5,1,31.2,1.25,0,0,0,-,2,0.50,8,0,1,2,6.2,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,,3,1,4,Win,99,Away
13,,吉川ひかる,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,3,0,0.0,0,0.0,0.0,-,878,2012-12-09,2012,12,09,,猫田記念体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,,3,1,4,Win,99,Away
1,,矢山美沙,3,■,■,■,,,17,6,0,35.3,2.00,1,1,0,100.0,2,0.67,20,1,0,7,13.8,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
2,,平川実愛,3,■,■,■,,,35,10,2,28.6,3.33,1,0,0,0.0,0,-,7,0,1,2,7.1,21,10.0,0.0,47.6,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
3,L,福田有里,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,4.0,0.0,50.0,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
4,,田中涼子,3,■,■,■,,,56,25,1,44.6,8.33,13,6,0,46.2,4,1.33,12,0,2,4,8.3,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
5,,大楠鼓雪,3,■,■,■,,,14,8,1,57.1,2.67,0,0,0,-,0,-,7,0,1,1,3.6,1,0.0,0.0,0.0,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
6,,村尾葉津樹,3,■,■,■,,,2,2,0,100.0,0.67,0,0,0,-,0,-,11,0,1,3,6.8,1,0.0,0.0,0.0,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
7,,押川真保,1,,□,,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
8,,吉安遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
10,,芦澤美加,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
11,,板谷美優,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,4.0,0.0,80.0,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
12,,槇本京子,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
13,,高桑冬華,3,■,■,■,,,22,5,3,22.7,1.67,0,0,0,-,0,-,15,1,0,5,13.7,29,16.0,0.0,55.2,879,2012-12-09,2012,12,09,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,知念諒,3,0,3,Win,79,Home
1,,山田江美香,3,■,■,■,,,21,4,0,19.0,1.33,1,0,0,0.0,0,-,15,0,1,8,13.3,20,15.0,0.0,75.0,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
2,,湯川理奈,3,■,■,■,,,25,11,0,44.0,3.67,0,0,0,-,5,1.67,13,0,1,5,9.6,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
4,,川村奈々,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
6,,坂本育美,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,15,0,1,9,15.0,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
8,,樋口美紀,3,■,■,■,,,14,3,0,21.4,1.00,0,0,0,-,0,-,9,0,0,3,8.3,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
9,L,森岡裕子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
10,,中村早紀子,3,■,■,■,,,24,9,1,37.5,3.00,1,1,0,100.0,3,1.00,7,0,0,2,7.1,34,22.0,0.0,64.7,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
11,,大西悠加,3,■,■,■,,,53,12,3,22.6,4.00,14,1,1,7.1,0,-,9,0,0,4,11.1,12,6.0,0.0,50.0,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
12,,廣瀬彩乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
13,L,塚本尚子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
14,,高野奈保,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
15,,正村さやか,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
16,,藤原夏海,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,879,2012-12-09,2012,12,09,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,桑原信治,0,3,3,Lose,79,Away
2,,菅野友美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
3,,南桃加,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
4,,江畑幸子,3,■,■,■,,,37,15,3,40.5,5.00,12,5,1,41.7,1,0.33,14,2,0,4,18.6,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
5,L,佐藤あり紗,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,11.0,0.0,78.6,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
8,,佐藤美弥,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,1,0.33,9,0,0,4,11.1,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
9,,永松幸乃,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,6,1,0,1,17.5,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
10,,ドリスジェニファー,3,■,■,■,,,15,9,0,60.0,3.00,0,0,0,-,2,0.67,9,0,0,3,8.3,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
11,,高橋沙織,1,,,□,,,7,3,1,42.9,3.00,1,0,0,0.0,0,-,5,0,0,3,15.0,4,3.0,0.0,75.0,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
12,,遠井萌仁,3,■,■,■,,,7,1,0,14.3,0.33,0,0,0,-,1,0.33,12,1,1,4,15.0,16,9.0,0.0,56.2,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
13,,石田小枝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
14,,佐々木美麗,3,■,■,■,,,19,8,0,42.1,2.67,3,0,0,0.0,0,-,15,3,0,5,27.0,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
16,,松下琴美,3,■,■,■,,,10,3,0,30.0,1.00,0,0,0,-,4,1.33,4,0,2,0,0.0,3,2.0,0.0,66.7,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
17,L,斎田杏,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
18,,伊関悠,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,日立リヴァーレ,JAぎふリオレーナ,濱田義弘,安藤健太郎,3,0,3,Win,64,Home
1,,山田江美香,3,■,■,■,,,32,7,3,21.9,2.33,1,0,0,0.0,0,-,6,0,1,2,8.3,25,15.0,0.0,60.0,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,JAぎふリオレーナ,日立リヴァーレ,椿本真恵,桑原信治,0,3,3,Lose,64,Away
2,,湯川理奈,3,■,■,■,,,14,6,1,42.9,2.00,0,0,0,-,0,-,9,0,2,1,2.8,1,1.0,0.0,100.0,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,JAぎふリオレーナ,日立リヴァーレ,椿本真恵,桑原信治,0,3,3,Lose,64,Away
4,,川村奈々,2,,■,■,,,24,5,5,20.8,2.50,6,0,3,0.0,0,-,7,1,1,0,14.3,1,1.0,0.0,100.0,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,JAぎふリオレーナ,日立リヴァーレ,椿本真恵,桑原信治,0,3,3,Lose,64,Away
5,,斎藤和美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,JAぎふリオレーナ,日立リヴァーレ,椿本真恵,桑原信治,0,3,3,Lose,64,Away
6,,坂本育美,3,■,■,■,,,3,1,0,33.3,0.33,0,0,0,-,0,-,8,1,1,1,15.6,0,0.0,0.0,-,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,JAぎふリオレーナ,日立リヴァーレ,椿本真恵,桑原信治,0,3,3,Lose,64,Away
8,,樋口美紀,3,■,■,■,,,8,5,1,62.5,1.67,0,0,0,-,0,-,4,0,0,2,12.5,1,0.0,0.0,0.0,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,JAぎふリオレーナ,日立リヴァーレ,椿本真恵,桑原信治,0,3,3,Lose,64,Away
9,L,森岡裕子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,3.0,0.0,60.0,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,JAぎふリオレーナ,日立リヴァーレ,椿本真恵,桑原信治,0,3,3,Lose,64,Away
10,,中村早紀子,3,■,■,■,,,22,6,2,27.3,2.00,5,0,1,0.0,0,-,7,0,1,3,10.7,33,19.0,0.0,57.6,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,JAぎふリオレーナ,日立リヴァーレ,椿本真恵,桑原信治,0,3,3,Lose,64,Away
11,,大西悠加,1,■,,,,,14,5,0,35.7,5.00,6,2,0,33.3,0,-,2,0,0,2,25.0,3,1.0,0.0,33.3,880,2013-01-12,2013,01,12,,松任総合運動公園体育館,JAぎふリオレーナ,日立リヴァーレ,椿本真恵,桑原信治,0,3,3,Lose,64,Away
