背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,藤中 優斗,3,■,■,■,,,16,5,0,31.2,1.67,0,0,0,-,0,-,12,0,1,2,2.1,10,7.0,0.0,70.0
2,,金丸 晃大,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,伏見 大和,1,,,□,,,0,0,0,-,-,0,0,0,-,1,1.00,0,0,0,0,-,0,0.0,0.0,-
4,,福山 汰一,3,■,■,■,,,6,4,0,66.7,1.33,0,0,0,-,1,0.33,12,1,2,1,6.2,0,0.0,0.0,-
5,,饒 書涵,3,■,■,■,,,12,7,0,58.3,2.33,0,0,0,-,0,-,12,0,0,3,6.2,0,0.0,0.0,-
6,,カジースキ マテイ,3,■,■,■,,,16,8,2,50.0,2.67,2,0,2,0.0,0,-,14,1,3,3,7.1,20,15.0,4.0,85.0
7,,柳澤 広平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,小林 光輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,袴谷 亮介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,L,興梠 亮,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,西田 有志,3,■,■,■,,,36,22,3,61.1,7.33,17,10,2,58.8,4,1.33,13,1,6,2,0.0,0,0.0,0.0,-
15,,中根 聡太,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,12,0,0,2,4.2,0,0.0,0.0,-
17,L,本間 隆太,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,17.0,4.0,82.6
19,,浅野 博亮,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,88,47,5,53.4,15.67,19,10,4,52.6,6,2.00,75,3,12,13,4.3,53,39.0,8.0,81.1
