背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,藤中 優斗,4,■,■,■,■,,18,9,2,50.0,2.25,2,1,0,50.0,1,0.25,11,0,0,1,2.3,16,11.0,3.0,78.1
2,,金丸 晃大,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,伏見 大和,3,■,■,,□,,5,3,0,60.0,1.00,0,0,0,-,0,-,8,0,2,0,-6.2,0,0.0,0.0,-
4,,福山 汰一,2,,,■,■,,5,4,0,80.0,2.00,0,0,0,-,0,-,10,0,1,2,2.5,0,0.0,0.0,-
5,,饒 書涵,4,■,■,■,■,,16,12,0,75.0,3.00,0,0,0,-,2,0.50,12,0,2,1,-2.1,0,0.0,0.0,-
6,,カジースキ マテイ,4,■,■,■,■,,21,11,2,52.4,2.75,2,0,1,0.0,0,-,18,4,5,6,23.6,36,20.0,5.0,62.5
8,,郡 浩也,1,,,□,,,3,1,0,33.3,1.00,0,0,0,-,0,-,0,0,0,0,-,2,1.0,1.0,75.0
10,,小林 光輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,袴谷 亮介,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-
12,L,興梠 亮,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,西田 有志,4,■,■,■,■,,43,26,1,60.5,6.50,18,9,0,50.0,2,0.50,22,4,3,11,27.3,1,0.0,1.0,50.0
15,,中根 聡太,4,■,■,■,■,,2,1,0,50.0,0.25,0,0,0,-,0,-,17,1,1,0,4.4,0,0.0,0.0,-
17,L,本間 隆太,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,12.0,0.0,63.2
19,,浅野 博亮,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0
チーム合計,チーム合計,チーム合計,4,,,,,,113,67,5,59.3,16.75,22,10,1,45.5,5,1.25,99,9,15,21,10.6,75,45.0,10.0,66.7
