背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,迫田 郭志,3,■,■,■,,,19,7,1,36.8,2.33,3,1,1,33.3,0,-,11,1,3,4,11.4,20,10.0,7.0,67.5
3,L,橘 裕也,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,山田 要平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,井上 仁,3,■,■,■,,,8,5,0,62.5,1.67,0,0,0,-,2,0.67,9,0,1,3,5.6,1,1.0,0.0,100.0
6,,近江 芳樹,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,栗山 英之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,手塚 大,3,■,■,■,,,12,3,3,25.0,1.00,1,0,1,0.0,0,-,7,1,0,3,25.0,12,2.0,1.0,20.8
12,,小田嶋 大貴,3,■,■,■,,,4,3,0,75.0,1.00,0,0,0,-,2,0.67,9,1,1,3,16.7,2,0.0,2.0,50.0
16,,手原 紳,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,1,0.33,11,0,0,3,6.8,0,0.0,0.0,-
19,,佐藤 望実,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,,プレモビッチ ピーター,3,■,■,■,,,44,16,0,36.4,5.33,24,9,0,37.5,1,0.33,14,0,1,8,12.5,0,0.0,0.0,-
23,L,小森 郁己,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,10.0,3.0,71.9
24,,野瀬 将平,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,1.0,1.0,50.0
26,,黒田 彪斗,2,,□,□,,,6,1,1,16.7,0.50,0,0,0,-,0,-,4,0,0,0,0.0,6,1.0,2.0,33.3
チーム合計,チーム合計,チーム合計,3,,,,,,94,36,5,38.3,12.00,28,10,2,35.7,6,2.00,65,3,6,24,11.5,60,25.0,16.0,55.0
