背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,北村 果穂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,尾花 佳甫,2,□,,□,,,3,1,1,33.3,0.50,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-
3,,木村 友里,3,■,■,■,,,22,4,5,18.2,1.33,1,0,1,0.0,1,0.33,3,0,0,2,16.7,24,6.0,7.0,39.6
7,,草島 華穂,3,□,□,□,,,1,0,0,0.0,-,1,0,0,0.0,0,-,4,1,0,1,31.2,1,0.0,0.0,0.0
8,,田村 愛美,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,柳沢 紫子,3,□,□,■,,,10,2,1,20.0,0.67,0,0,0,-,0,-,6,0,1,2,4.2,0,0.0,0.0,-
11,L,森 寿実子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,7.0,1.0,62.5
12,,榎本 里歩,3,■,■,■,,,32,8,2,25.0,2.67,4,1,1,25.0,0,-,10,0,2,2,0.0,28,9.0,6.0,42.9
14,L,細田 瑠加,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0
15,,投野 ひかる,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,1,0.0,0.0,0.0
16,,宮本 菜月,3,■,■,■,,,12,0,1,0.0,-,4,0,1,0.0,0,-,4,0,0,2,12.5,0,0.0,0.0,-
17,,伊藤 摩耶,2,■,■,,,,13,4,1,30.8,2.00,0,0,0,-,1,0.50,4,0,0,1,6.2,0,0.0,0.0,-
19,,菅原 里奈,3,■,■,■,,,9,1,1,11.1,0.33,0,0,0,-,1,0.33,4,0,0,1,6.2,0,0.0,0.0,-
20,,小泉 春葵,3,□,□,□,,,28,6,1,21.4,2.00,5,1,0,20.0,2,0.67,6,0,0,3,12.5,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,130,26,13,20.0,8.67,15,2,3,13.3,5,1.67,45,1,3,16,9.4,67,23.0,14.0,44.8
