背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
4,,石川 綾菜,3,,□,■,□,,17,6,3,35.3,2.00,2,0,0,0.0,0,-,6,0,0,2,8.3,0,0.0,0.0,-
5,,森田 紫,4,■,■,■,■,,21,5,3,23.8,1.25,0,0,0,-,0,-,13,1,0,6,19.2,1,1.0,0.0,100.0
7,,渋川 小夏,4,■,■,■,■,,37,17,4,45.9,4.25,1,0,1,0.0,0,-,16,0,0,4,6.2,25,10.0,7.0,54.0
9,,岡村 真衣,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-
11,,関根 友香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,吉田 奈未,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,木村 汐里,4,■,■,■,■,,55,22,5,40.0,5.50,1,1,0,100.0,0,-,11,1,1,0,6.8,37,20.0,7.0,63.5
14,L,鶴ヶ崎 佳寿葉,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,12.0,2.0,72.2
15,,中島 優花,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,名原 寧音,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,14,0,0,3,5.4,0,0.0,0.0,-
18,,徳石 あかり,4,■,■,■,■,,20,10,0,50.0,2.50,0,0,0,-,6,1.50,11,1,0,2,13.6,0,0.0,0.0,-
19,,鶴田 佳菜,4,■,■,□,■,,28,4,3,14.3,1.00,2,0,0,0.0,0,-,12,0,0,2,4.2,0,0.0,0.0,-
20,,古川 友,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,1.0,50.0
21,,松原 南,1,,,□,,,2,1,0,50.0,1.00,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0
チーム合計,チーム合計,チーム合計,4,,,,,,180,65,18,36.1,16.25,6,1,1,16.7,6,1.50,86,3,1,21,9.3,83,44.0,17.0,63.3
