背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
4,,石川 綾菜,2,□,,□,,,5,2,3,40.0,1.00,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-
5,,森田 紫,3,■,■,■,,,24,10,2,41.7,3.33,0,0,0,-,1,0.33,11,1,0,3,15.9,0,0.0,0.0,-
7,,渋川 小夏,3,■,■,■,,,25,6,1,24.0,2.00,2,2,0,100.0,0,-,10,0,0,0,0.0,11,5.0,4.0,63.6
9,,岡村 真衣,2,□,,□,,,1,0,0,0.0,-,1,0,0,0.0,0,-,3,0,0,0,0.0,0,0.0,0.0,-
11,,関根 友香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,吉田 奈未,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,木村 汐里,3,■,■,■,,,31,7,3,22.6,2.33,1,0,0,0.0,1,0.33,11,0,0,3,6.8,31,10.0,11.0,50.0
14,L,鶴ヶ崎 佳寿葉,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,5.0,6.0,50.0
15,,中島 優花,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,名原 寧音,3,■,■,■,,,2,0,0,0.0,-,0,0,0,-,1,0.33,7,0,0,1,3.6,0,0.0,0.0,-
18,,徳石 あかり,3,■,■,■,,,13,3,0,23.1,1.00,0,0,0,-,1,0.33,7,0,0,0,0.0,0,0.0,0.0,-
19,,鶴田 佳菜,3,■,■,■,,,36,7,3,19.4,2.33,1,0,0,0.0,1,0.33,7,0,0,1,3.6,0,0.0,0.0,-
20,,古川 友,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,4.0,2.0,55.6
21,,松原 南,1,,□,,,,6,2,1,33.3,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,143,37,13,25.9,12.33,5,2,0,40.0,5,1.67,58,1,1,8,4.7,67,24.0,23.0,53.0
