背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,城野 真衣,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,石川 綾菜,2,□,,□,,,15,5,1,33.3,2.50,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,森田 紫,3,■,■,■,,,21,12,1,57.1,4.00,0,0,0,-,0,-,16,2,0,8,25.0,1,0.0,0.0,0.0
7,,渋川 小夏,3,■,■,■,,,26,9,2,34.6,3.00,1,0,0,0.0,0,-,11,0,1,4,6.8,20,10.0,6.0,65.0
9,,岡村 真衣,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0.0,0.0,-
11,,関根 友香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,吉田 奈未,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
13,,木村 汐里,3,■,■,■,,,24,7,6,29.2,2.33,1,1,0,100.0,0,-,11,0,2,4,4.5,25,12.0,6.0,60.0
14,L,鶴ヶ崎 佳寿葉,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,6,6.0,0.0,100.0
16,,名原 寧音,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,17,1,1,2,7.4,0,0.0,0.0,-
18,,徳石 あかり,3,■,■,■,,,11,4,1,36.4,1.33,0,0,0,-,1,0.33,8,1,0,4,25.0,0,0.0,0.0,-
19,,鶴田 佳菜,3,■,■,■,,,45,12,1,26.7,4.00,3,1,0,33.3,1,0.33,4,0,0,2,12.5,0,0.0,0.0,-
20,,古川 友,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,4.0,1.0,90.0
21,,松原 南,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,142,49,12,34.5,16.33,5,2,0,40.0,2,0.67,73,4,4,25,12.7,57,32.0,13.0,67.5
