背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
4,,石川 綾菜,1,,,□,,,3,2,0,66.7,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,森田 紫,3,■,■,■,,,21,6,1,28.6,2.00,0,0,0,-,1,0.33,11,0,1,1,0.0,0,0.0,0.0,-
7,,渋川 小夏,3,■,■,■,,,30,9,1,30.0,3.00,0,0,0,-,1,0.33,16,1,0,1,7.8,18,9.0,4.0,61.1
9,,岡村 真衣,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
11,,関根 友香,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,吉田 奈未,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,木村 汐里,3,■,■,■,,,24,11,0,45.8,3.67,0,0,0,-,0,-,11,0,0,2,4.5,20,12.0,3.0,67.5
14,L,鶴ヶ崎 佳寿葉,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,8.0,1.0,77.3
15,,中島 優花,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,名原 寧音,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,1,0.33,14,0,0,0,0.0,0,0.0,0.0,-
18,,徳石 あかり,3,■,■,■,,,13,2,0,15.4,0.67,0,0,0,-,3,1.00,12,0,0,5,10.4,1,0.0,0.0,0.0
19,,鶴田 佳菜,3,■,■,■,,,32,12,2,37.5,4.00,4,1,1,25.0,0,-,5,0,1,1,0.0,1,1.0,0.0,100.0
20,,古川 友,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,4,1.0,1.0,37.5
21,,松原 南,2,□,□,,,,3,3,0,100.0,1.50,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,127,45,4,35.4,15.00,4,1,1,25.0,6,2.00,73,1,2,10,4.1,55,31.0,9.0,64.5
