AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
72,41,5,56.9,13.67,13,7,1,53.8,12,4.00,73,5,11,24,14.2,56,26.0,0.0,46.4,102,2007-01-06,2007,01,06,,おおきにアリーナ舞洲,豊田合成トレフェルサ,パナソニックパンサーズ,松田明彦,安原貴之,3,0,3,Win,73,Home,79,41,5,51.9,13.67,14,9,1,64.3,6,2.00,69,2,11,30,13.8,60,33.0,0.0,55.0
79,41,5,51.9,13.67,14,9,1,64.3,6,2.00,69,2,11,30,13.8,60,33.0,0.0,55.0,102,2007-01-06,2007,01,06,,おおきにアリーナ舞洲,パナソニックパンサーズ,豊田合成トレフェルサ,下村護,南部正司,0,3,3,Lose,73,Away,72,41,5,56.9,13.67,13,7,1,53.8,12,4.00,73,5,11,24,14.2,56,26.0,0.0,46.4
99,50,11,50.5,12.50,15,5,3,33.3,8,2.00,82,1,10,19,7.0,81,60.0,0.0,74.1,181,2007-03-10,2007,03,10,,福井県営体育館,大分三好ヴァイセアドラー,サントリーサンバーズ,三好博,古田博幸,1,3,4,Lose,90,Home,109,60,5,55.0,15.00,17,10,2,58.8,9,2.25,97,7,13,17,10.8,71,52.0,0.0,73.2
109,60,5,55.0,15.00,17,10,2,58.8,9,2.25,97,7,13,17,10.8,71,52.0,0.0,73.2,181,2007-03-10,2007,03,10,,福井県営体育館,サントリーサンバーズ,大分三好ヴァイセアドラー,河野克巳,森本高弘,3,1,4,Win,90,Away,99,50,11,50.5,12.50,15,5,3,33.3,8,2.00,82,1,10,19,7.0,81,60.0,0.0,74.1
73,44,3,60.3,14.67,16,6,3,37.5,7,2.33,74,5,8,18,12.3,49,30.0,0.0,61.2,107,2007-01-07,2007,01,07,,広島県立総合体育館(グリーンアリーナ),東レアローズ,大分三好ヴァイセアドラー,矢島久徳,小林敦,3,0,3,Win,66,Home,86,40,8,46.5,13.33,20,7,5,35.0,3,1.00,57,0,8,19,8.3,63,43.0,0.0,68.3
86,40,8,46.5,13.33,20,7,5,35.0,3,1.00,57,0,8,19,8.3,63,43.0,0.0,68.3,107,2007-01-07,2007,01,07,,広島県立総合体育館(グリーンアリーナ),大分三好ヴァイセアドラー,東レアローズ,坂口嘉彦,猪原弘敬,0,3,3,Lose,66,Away,73,44,3,60.3,14.67,16,6,3,37.5,7,2.33,74,5,8,18,12.3,49,30.0,0.0,61.2
113,59,8,52.2,11.80,34,20,3,58.8,11,2.20,108,6,11,45,15.2,87,47.0,0.0,54.0,139,2007-02-03,2007,02,03,,パナソニックアリーナ,JTサンダーズ,パナソニックパンサーズ,ｱﾝﾄﾛﾎﾟﾌｵﾚｰｸ,栗生澤淳一,2,3,5,Lose,109,Home,137,71,11,51.8,14.20,29,20,1,69.0,8,1.60,104,2,17,38,10.7,95,46.0,0.0,48.4
137,71,11,51.8,14.20,29,20,1,69.0,8,1.60,104,2,17,38,10.7,95,46.0,0.0,48.4,139,2007-02-03,2007,02,03,,パナソニックアリーナ,パナソニックパンサーズ,JTサンダーズ,下村護,南部正司,3,2,5,Win,109,Away,113,59,8,52.2,11.80,34,20,3,58.8,11,2.20,108,6,11,45,15.2,87,47.0,0.0,54.0
68,44,4,64.7,14.67,8,5,1,62.5,11,3.67,74,3,8,21,10.6,37,26.0,0.0,70.3,200,2007-03-24,2007,03,24,,高知県立県民体育館,東レアローズ,大分三好ヴァイセアドラー,矢島久徳,小林敦,3,0,3,Win,59,Home,74,27,9,36.5,9.00,23,5,6,21.7,3,1.00,45,2,6,11,10.6,64,41.0,0.0,64.1
74,27,9,36.5,9.00,23,5,6,21.7,3,1.00,45,2,6,11,10.6,64,41.0,0.0,64.1,200,2007-03-24,2007,03,24,,高知県立県民体育館,大分三好ヴァイセアドラー,東レアローズ,三好博,古田博幸,0,3,3,Lose,59,Away,68,44,4,64.7,14.67,8,5,1,62.5,11,3.67,74,3,8,21,10.6,37,26.0,0.0,70.3
112,48,8,42.9,12.00,24,9,5,37.5,9,2.25,82,4,8,18,9.9,82,44.0,0.0,53.7,113,2007-01-13,2007,01,13,,川崎市とどろきアリーナ,NECブルーロケッツ,パナソニックパンサーズ,楊成太,小林秀章,1,3,4,Lose,96,Home,121,69,5,57.0,17.25,20,8,2,40.0,5,1.25,97,3,14,36,12.0,72,52.0,0.0,72.2
121,69,5,57.0,17.25,20,8,2,40.0,5,1.25,97,3,14,36,12.0,72,52.0,0.0,72.2,113,2007-01-13,2007,01,13,,川崎市とどろきアリーナ,パナソニックパンサーズ,NECブルーロケッツ,下村護,南部正司,3,1,4,Win,96,Away,112,48,8,42.9,12.00,24,9,5,37.5,9,2.25,82,4,8,18,9.9,82,44.0,0.0,53.7
119,56,13,47.1,11.20,18,8,2,44.4,14,2.80,105,8,15,36,15.2,95,59.0,0.0,62.1,195,2007-03-18,2007,03,18,,枚方市立総合スポーツセンター,パナソニックパンサーズ,東レアローズ,下村護,南部正司,2,3,5,Lose,108,Home,119,58,10,48.7,11.60,29,14,2,48.3,14,2.80,107,3,12,33,10.0,87,46.0,0.0,52.9
119,58,10,48.7,11.60,29,14,2,48.3,14,2.80,107,3,12,33,10.0,87,46.0,0.0,52.9,195,2007-03-18,2007,03,18,,枚方市立総合スポーツセンター,東レアローズ,パナソニックパンサーズ,矢島久徳,小林敦,3,2,5,Win,108,Away,119,56,13,47.1,11.20,18,8,2,44.4,14,2.80,105,8,15,36,15.2,95,59.0,0.0,62.1
132,59,11,44.7,11.80,25,11,4,44.0,7,1.40,109,8,9,25,12.3,98,64.0,0.0,65.3,146,2007-02-10,2007,02,10,,水島緑地福田公園体育館,NECブルーロケッツ,豊田合成トレフェルサ,楊成太,小林秀章,2,3,5,Lose,118,Home,144,68,21,47.2,13.60,30,16,8,53.3,13,2.60,114,10,12,28,13.9,96,67.0,0.0,69.8
144,68,21,47.2,13.60,30,16,8,53.3,13,2.60,114,10,12,28,13.9,96,67.0,0.0,69.8,146,2007-02-10,2007,02,10,,水島緑地福田公園体育館,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,安原貴之,3,2,5,Win,118,Away,132,59,11,44.7,11.80,25,11,4,44.0,7,1.40,109,8,9,25,12.3,98,64.0,0.0,65.3
120,68,10,56.7,13.60,18,13,0,72.2,10,2.00,101,3,19,24,8.5,94,71.0,0.0,75.5,212,2007-04-01,2007,04,01,,小瀬スポーツ公園体育館,サントリーサンバーズ,パナソニックパンサーズ,河野克巳,森本高弘,3,2,5,Win,106,Home,111,60,8,54.1,12.00,22,9,4,40.9,10,2.00,104,1,10,22,6.1,81,55.0,0.0,67.9
111,60,8,54.1,12.00,22,9,4,40.9,10,2.00,104,1,10,22,6.1,81,55.0,0.0,67.9,212,2007-04-01,2007,04,01,,小瀬スポーツ公園体育館,パナソニックパンサーズ,サントリーサンバーズ,下村護,南部正司,2,3,5,Lose,106,Away,120,68,10,56.7,13.60,18,13,0,72.2,10,2.00,101,3,19,24,8.5,94,71.0,0.0,75.5
115,55,7,47.8,11.00,29,16,3,55.2,10,2.00,103,5,19,21,9.6,90,62.0,0.0,68.9,140,2007-02-03,2007,02,03,,パナソニックアリーナ,堺ブレイザーズ,東レアローズ,中垣内祐一,酒井新悟,2,3,5,Lose,101,Home,106,63,11,59.4,12.60,29,16,2,55.2,12,2.40,107,4,17,24,8.6,80,57.0,0.0,71.2
106,63,11,59.4,12.60,29,16,2,55.2,12,2.40,107,4,17,24,8.6,80,57.0,0.0,71.2,140,2007-02-03,2007,02,03,,パナソニックアリーナ,東レアローズ,堺ブレイザーズ,矢島久徳,小林敦,3,2,5,Win,101,Away,115,55,7,47.8,11.00,29,16,3,55.2,10,2.00,103,5,19,21,9.6,90,62.0,0.0,68.9
75,44,6,58.7,14.67,18,10,1,55.6,10,3.33,73,0,10,26,8.9,56,31.0,0.0,55.4,177,2007-03-04,2007,03,04,,福岡市民体育館,堺ブレイザーズ,NECブルーロケッツ,中垣内祐一,酒井新悟,3,0,3,Win,70,Home,89,39,13,43.8,13.00,18,11,2,61.1,2,0.67,63,1,6,25,11.5,63,37.0,0.0,58.7
89,39,13,43.8,13.00,18,11,2,61.1,2,0.67,63,1,6,25,11.5,63,37.0,0.0,58.7,177,2007-03-04,2007,03,04,,福岡市民体育館,NECブルーロケッツ,堺ブレイザーズ,楊成太,小林秀章,0,3,3,Lose,70,Away,75,44,6,58.7,14.67,18,10,1,55.6,10,3.33,73,0,10,26,8.9,56,31.0,0.0,55.4
106,63,10,59.4,12.60,28,16,2,57.1,9,1.80,106,4,11,27,9.8,87,54.0,0.0,62.1,136,2007-01-28,2007,01,28,,氷見市ふれあいスポーツセンター,パナソニックパンサーズ,豊田合成トレフェルサ,下村護,南部正司,3,2,5,Win,102,Home,120,67,10,55.8,13.40,23,14,4,60.9,9,1.80,106,5,16,31,11.7,93,64.0,0.0,68.8
120,67,10,55.8,13.40,23,14,4,60.9,9,1.80,106,5,16,31,11.7,93,64.0,0.0,68.8,136,2007-01-28,2007,01,28,,氷見市ふれあいスポーツセンター,豊田合成トレフェルサ,パナソニックパンサーズ,松田明彦,安原貴之,2,3,5,Lose,102,Away,106,63,10,59.4,12.60,28,16,2,57.1,9,1.80,106,4,11,27,9.8,87,54.0,0.0,62.1
118,57,11,48.3,14.25,20,11,2,55.0,11,2.75,95,3,8,24,8.8,75,44.0,0.0,58.7,159,2007-02-17,2007,02,17,,福山市緑町公園屋内競技場（ローズアリーナ）,パナソニックパンサーズ,NECブルーロケッツ,下村護,南部正司,3,1,4,Win,97,Home,135,55,15,40.7,13.75,22,7,3,31.8,3,0.75,83,1,8,30,10.0,87,60.0,0.0,69.0
135,55,15,40.7,13.75,22,7,3,31.8,3,0.75,83,1,8,30,10.0,87,60.0,0.0,69.0,159,2007-02-17,2007,02,17,,福山市緑町公園屋内競技場（ローズアリーナ）,NECブルーロケッツ,パナソニックパンサーズ,楊成太,小林秀章,1,3,4,Lose,97,Away,118,57,11,48.3,14.25,20,11,2,55.0,11,2.75,95,3,8,24,8.8,75,44.0,0.0,58.7
69,44,4,63.8,14.67,14,8,2,57.1,8,2.67,75,5,8,25,14.5,61,37.0,0.0,60.7,164,2007-02-18,2007,02,18,,福山市緑町公園屋内競技場（ローズアリーナ）,JTサンダーズ,NECブルーロケッツ,ｱﾝﾄﾛﾎﾟﾌｵﾚｰｸ,栗生澤淳一,3,0,3,Win,73,Home,78,45,11,57.7,15.00,16,5,7,31.2,4,1.33,65,1,4,23,10.1,64,37.0,0.0,57.8
78,45,11,57.7,15.00,16,5,7,31.2,4,1.33,65,1,4,23,10.1,64,37.0,0.0,57.8,164,2007-02-18,2007,02,18,,福山市緑町公園屋内競技場（ローズアリーナ）,NECブルーロケッツ,JTサンダーズ,楊成太,小林秀章,0,3,3,Lose,73,Away,69,44,4,63.8,14.67,14,8,2,57.1,8,2.67,75,5,8,25,14.5,61,37.0,0.0,60.7
134,63,14,47.0,12.60,39,15,7,38.5,11,2.20,103,3,10,25,8.8,95,78.0,0.0,82.1,186,2007-03-11,2007,03,11,,福井県営体育館,堺ブレイザーズ,豊田合成トレフェルサ,中垣内祐一,酒井新悟,2,3,5,Lose,109,Home,131,63,11,48.1,12.60,31,12,4,38.7,13,2.60,110,5,14,13,6.8,91,65.0,0.0,71.4
131,63,11,48.1,12.60,31,12,4,38.7,13,2.60,110,5,14,13,6.8,91,65.0,0.0,71.4,186,2007-03-11,2007,03,11,,福井県営体育館,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,矢野裕範,3,2,5,Win,109,Away,134,63,14,47.0,12.60,39,15,7,38.5,11,2.20,103,3,10,25,8.8,95,78.0,0.0,82.1
112,67,11,59.8,16.75,36,18,6,50.0,8,2.00,106,7,17,27,12.0,90,58.0,0.0,64.4,149,2007-02-11,2007,02,11,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,大分三好ヴァイセアドラー,パナソニックパンサーズ,坂口嘉彦,古田博幸,3,1,4,Win,101,Home,101,60,8,59.4,15.00,19,11,2,57.9,10,2.50,105,2,15,30,8.7,87,55.0,0.0,63.2
101,60,8,59.4,15.00,19,11,2,57.9,10,2.50,105,2,15,30,8.7,87,55.0,0.0,63.2,149,2007-02-11,2007,02,11,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,パナソニックパンサーズ,大分三好ヴァイセアドラー,下村護,南部正司,1,3,4,Lose,101,Away,112,67,11,59.8,16.75,36,18,6,50.0,8,2.00,106,7,17,27,12.0,90,58.0,0.0,64.4
83,47,9,56.6,15.67,16,9,3,56.2,4,1.33,74,5,18,20,13.0,51,35.0,0.0,68.6,158,2007-02-17,2007,02,17,,豊田合成アリーナ（稲沢市総合体育館）,豊田合成トレフェルサ,大分三好ヴァイセアドラー,松田明彦,安原貴之,3,0,3,Win,66,Home,69,26,7,37.7,8.67,19,9,3,47.4,4,1.33,62,1,11,15,7.3,53,31.0,0.0,58.5
69,26,7,37.7,8.67,19,9,3,47.4,4,1.33,62,1,11,15,7.3,53,31.0,0.0,58.5,158,2007-02-17,2007,02,17,,豊田合成アリーナ（稲沢市総合体育館）,大分三好ヴァイセアドラー,豊田合成トレフェルサ,坂口嘉彦,古田博幸,0,3,3,Lose,66,Away,83,47,9,56.6,15.67,16,9,3,56.2,4,1.33,74,5,18,20,13.0,51,35.0,0.0,68.6
105,50,12,47.6,12.50,32,13,3,40.6,11,2.75,86,4,9,27,11.8,82,58.0,0.0,70.7,175,2007-03-03,2007,03,03,,交野市立総合体育施設（いきいきランド交野）,JTサンダーズ,サントリーサンバーズ,ｱﾝﾄﾛﾎﾟﾌｵﾚｰｸ,栗生澤淳一,1,3,4,Lose,92,Home,113,57,5,50.4,14.25,22,9,2,40.9,9,2.25,96,6,13,19,10.2,76,46.0,0.0,60.5
113,57,5,50.4,14.25,22,9,2,40.9,9,2.25,96,6,13,19,10.2,76,46.0,0.0,60.5,175,2007-03-03,2007,03,03,,交野市立総合体育施設（いきいきランド交野）,サントリーサンバーズ,JTサンダーズ,河野克巳,森本高弘,3,1,4,Win,92,Away,105,50,12,47.6,12.50,32,13,3,40.6,11,2.75,86,4,9,27,11.8,82,58.0,0.0,70.7
115,65,4,56.5,16.25,32,20,0,62.5,9,2.25,97,1,6,26,7.5,77,57.0,0.0,74.0,154,2007-02-12,2007,02,12,,高梁市民体育館,JTサンダーズ,大分三好ヴァイセアドラー,ｱﾝﾄﾛﾎﾟﾌｵﾚｰｸ,栗生澤淳一,3,1,4,Win,91,Home,116,66,5,56.9,16.50,20,9,1,45.0,15,3.75,94,1,16,20,6.4,91,64.0,0.0,70.3
116,66,5,56.9,16.50,20,9,1,45.0,15,3.75,94,1,16,20,6.4,91,64.0,0.0,70.3,154,2007-02-12,2007,02,12,,高梁市民体育館,大分三好ヴァイセアドラー,JTサンダーズ,坂口嘉彦,古田博幸,1,3,4,Lose,91,Away,115,65,4,56.5,16.25,32,20,0,62.5,9,2.25,97,1,6,26,7.5,77,57.0,0.0,74.0
89,46,5,51.7,15.33,29,13,2,44.8,6,2.00,71,6,10,19,13.5,77,42.0,0.0,54.5,143,2007-02-04,2007,02,04,,パナソニックアリーナ,堺ブレイザーズ,パナソニックパンサーズ,中垣内祐一,酒井新悟,0,3,3,Lose,78,Home,82,51,5,62.2,17.00,15,10,1,66.7,10,3.33,84,7,6,29,15.5,61,36.0,0.0,59.0
82,51,5,62.2,17.00,15,10,1,66.7,10,3.33,84,7,6,29,15.5,61,36.0,0.0,59.0,143,2007-02-04,2007,02,04,,パナソニックアリーナ,パナソニックパンサーズ,堺ブレイザーズ,下村護,南部正司,3,0,3,Win,78,Away,89,46,5,51.7,15.33,29,13,2,44.8,6,2.00,71,6,10,19,13.5,77,42.0,0.0,54.5
88,43,10,48.9,14.33,20,8,5,40.0,7,2.33,73,4,7,17,11.3,54,35.0,0.0,64.8,162,2007-02-18,2007,02,18,,岐阜メモリアルセンター で愛ドーム,サントリーサンバーズ,豊田合成トレフェルサ,河野克巳,森本高弘,3,0,3,Win,68,Home,73,39,4,53.4,13.00,13,5,2,38.5,8,2.67,67,0,13,19,7.1,62,45.0,0.0,72.6
73,39,4,53.4,13.00,13,5,2,38.5,8,2.67,67,0,13,19,7.1,62,45.0,0.0,72.6,162,2007-02-18,2007,02,18,,岐阜メモリアルセンター で愛ドーム,豊田合成トレフェルサ,サントリーサンバーズ,松田明彦,安原貴之,0,3,3,Lose,68,Away,88,43,10,48.9,14.33,20,8,5,40.0,7,2.33,73,4,7,17,11.3,54,35.0,0.0,64.8
78,31,8,39.7,10.33,9,2,1,22.2,8,2.67,63,3,7,19,11.7,62,35.0,0.0,56.5,170,2007-02-25,2007,02,25,,北九州市立総合体育館,パナソニックパンサーズ,豊田合成トレフェルサ,下村護,南部正司,0,3,3,Lose,66,Home,79,43,6,54.4,14.33,18,10,3,55.6,10,3.33,73,4,10,24,12.9,55,34.0,0.0,61.8
79,43,6,54.4,14.33,18,10,3,55.6,10,3.33,73,4,10,24,12.9,55,34.0,0.0,61.8,170,2007-02-25,2007,02,25,,北九州市立総合体育館,豊田合成トレフェルサ,パナソニックパンサーズ,松田明彦,矢野裕範,3,0,3,Win,66,Away,78,31,8,39.7,10.33,9,2,1,22.2,8,2.67,63,3,7,19,11.7,62,35.0,0.0,56.5
82,36,6,43.9,12.00,18,9,2,50.0,6,2.00,55,0,4,14,6.4,67,51.0,0.0,76.1,192,2007-03-17,2007,03,17,,枚方市立総合スポーツセンター,JTサンダーズ,東レアローズ,ｱﾝﾄﾛﾎﾟﾌｵﾚｰｸ,栗生澤淳一,0,3,3,Lose,63,Home,82,50,2,61.0,16.67,11,4,1,36.4,11,3.67,74,2,7,14,6.9,51,37.0,0.0,72.5
82,50,2,61.0,16.67,11,4,1,36.4,11,3.67,74,2,7,14,6.9,51,37.0,0.0,72.5,192,2007-03-17,2007,03,17,,枚方市立総合スポーツセンター,東レアローズ,JTサンダーズ,矢島久徳,小林敦,3,0,3,Win,63,Away,82,36,6,43.9,12.00,18,9,2,50.0,6,2.00,55,0,4,14,6.4,67,51.0,0.0,76.1
154,66,9,42.9,13.20,44,19,5,43.2,12,2.40,112,3,9,42,11.7,95,66.0,0.0,69.5,169,2007-02-25,2007,02,25,,北九州市立総合体育館,JTサンダーズ,堺ブレイザーズ,ｱﾝﾄﾛﾎﾟﾌｵﾚｰｸ,栗生澤淳一,2,3,5,Lose,119,Home,161,75,12,46.6,15.00,35,18,4,51.4,9,1.80,112,6,15,25,10.2,102,58.0,0.0,56.9
161,75,12,46.6,15.00,35,18,4,51.4,9,1.80,112,6,15,25,10.2,102,58.0,0.0,56.9,169,2007-02-25,2007,02,25,,北九州市立総合体育館,堺ブレイザーズ,JTサンダーズ,中垣内祐一,酒井新悟,3,2,5,Win,119,Away,154,66,9,42.9,13.20,44,19,5,43.2,12,2.40,112,3,9,42,11.7,95,66.0,0.0,69.5
111,54,9,48.6,10.80,25,13,1,52.0,11,2.20,100,5,13,44,15.2,82,42.0,0.0,51.2,178,2007-03-04,2007,03,04,,福岡市民体育館,東レアローズ,豊田合成トレフェルサ,矢島久徳,小林敦,2,3,5,Lose,105,Home,113,55,11,48.7,11.00,20,10,4,50.0,19,3.80,101,5,15,39,14.4,86,38.0,0.0,44.2
113,55,11,48.7,11.00,20,10,4,50.0,19,3.80,101,5,15,39,14.4,86,38.0,0.0,44.2,178,2007-03-04,2007,03,04,,福岡市民体育館,豊田合成トレフェルサ,東レアローズ,松田明彦,安原貴之,3,2,5,Win,105,Away,111,54,9,48.6,10.80,25,13,1,52.0,11,2.20,100,5,13,44,15.2,82,42.0,0.0,51.2
134,55,11,41.0,11.00,29,11,3,37.9,12,2.40,101,3,13,25,8.8,90,52.0,0.0,57.8,163,2007-02-18,2007,02,18,,福山市緑町公園屋内競技場（ローズアリーナ）,パナソニックパンサーズ,東レアローズ,下村護,南部正司,3,2,5,Win,110,Home,138,66,8,47.8,13.20,37,19,5,51.4,9,1.80,109,2,19,36,9.7,87,60.0,0.0,69.0
138,66,8,47.8,13.20,37,19,5,51.4,9,1.80,109,2,19,36,9.7,87,60.0,0.0,69.0,163,2007-02-18,2007,02,18,,福山市緑町公園屋内競技場（ローズアリーナ）,東レアローズ,パナソニックパンサーズ,矢島久徳,小林敦,2,3,5,Lose,110,Away,134,55,11,41.0,11.00,29,11,3,37.9,12,2.40,101,3,13,25,8.8,90,52.0,0.0,57.8
87,39,11,44.8,13.00,18,8,4,44.4,6,2.00,67,4,12,14,10.6,62,44.0,0.0,71.0,179,2007-03-04,2007,03,04,,交野市立総合体育施設（いきいきランド交野）,大分三好ヴァイセアドラー,JTサンダーズ,坂口嘉彦,古田博幸,0,3,3,Lose,73,Home,73,35,5,47.9,11.67,20,11,2,55.0,13,4.33,75,2,11,18,8.7,52,36.0,0.0,69.2
73,35,5,47.9,11.67,20,11,2,55.0,13,4.33,75,2,11,18,8.7,52,36.0,0.0,69.2,179,2007-03-04,2007,03,04,,交野市立総合体育施設（いきいきランド交野）,JTサンダーズ,大分三好ヴァイセアドラー,ｱﾝﾄﾛﾎﾟﾌｵﾚｰｸ,栗生澤淳一,3,0,3,Win,73,Away,87,39,11,44.8,13.00,18,8,4,44.4,6,2.00,67,4,12,14,10.6,62,44.0,0.0,71.0
111,54,5,48.6,10.80,25,13,1,52.0,17,3.40,107,5,16,32,11.8,72,44.0,0.0,61.1,110,2007-01-08,2007,01,08,,おおきにアリーナ舞洲,パナソニックパンサーズ,サントリーサンバーズ,下村護,南部正司,3,2,5,Win,98,Home,127,62,11,48.8,12.40,30,16,2,53.3,7,1.40,93,3,18,28,10.8,88,54.0,0.0,61.4
127,62,11,48.8,12.40,30,16,2,53.3,7,1.40,93,3,18,28,10.8,88,54.0,0.0,61.4,110,2007-01-08,2007,01,08,,おおきにアリーナ舞洲,サントリーサンバーズ,パナソニックパンサーズ,河野克巳,森本高弘,2,3,5,Lose,98,Away,111,54,5,48.6,10.80,25,13,1,52.0,17,3.40,107,5,16,32,11.8,72,44.0,0.0,61.1
108,58,8,53.7,14.50,31,13,5,41.9,10,2.50,97,5,12,22,9.8,77,54.0,0.0,70.1,160,2007-02-17,2007,02,17,,福山市緑町公園屋内競技場（ローズアリーナ）,東レアローズ,JTサンダーズ,矢島久徳,小林敦,3,1,4,Win,94,Home,103,52,8,50.5,13.00,26,16,3,61.5,11,2.75,89,2,11,22,8.2,85,58.0,0.0,68.2
103,52,8,50.5,13.00,26,16,3,61.5,11,2.75,89,2,11,22,8.2,85,58.0,0.0,68.2,160,2007-02-17,2007,02,17,,福山市緑町公園屋内競技場（ローズアリーナ）,JTサンダーズ,東レアローズ,ｱﾝﾄﾛﾎﾟﾌｵﾚｰｸ,栗生澤淳一,1,3,4,Lose,94,Away,108,58,8,53.7,14.50,31,13,5,41.9,10,2.50,97,5,12,22,9.8,77,54.0,0.0,70.1
