背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,山村 宏太,5,■,■,■,■,■,15,6,1,40.0,1.20,0,0,0,-,2,0.40,11,0,1,2,4.5,0,0.0,0.0,-
3,L,高橋 賢,4,,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,柴小屋 康行,1,,,,□,,1,0,1,0.0,-,0,0,0,-,1,1.00,3,0,0,1,8.3,11,9.0,0.0,81.8
6,,岡本 祥吾,2,,□,■,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
8,,金子 隆行,5,■,■,■,■,■,20,11,1,55.0,2.20,0,0,0,-,3,0.60,18,0,5,6,8.3,20,14.0,0.0,70.0
9,,阿部 裕太,5,■,■,□,■,■,9,6,0,66.7,1.20,0,0,0,-,2,0.40,10,0,1,1,2.5,0,0.0,0.0,-
10,,冨士田 裕大,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
11,,鶴田 大樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,塩田 達也,5,■,■,■,■,■,11,4,1,36.4,0.80,0,0,0,-,2,0.40,22,1,5,5,9.3,3,1.0,0.0,33.3
14,,椿山 竜介,5,■,■,■,■,□,50,28,4,56.0,5.60,20,11,3,55.0,2,0.40,11,0,3,7,15.9,1,1.0,0.0,100.0
15,L,佐別當 賢治,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,26,18.0,0.0,69.2
19,,栗山 雅史,3,,□,,□,■,12,11,0,91.7,3.67,5,5,0,100.0,0,-,7,0,1,5,17.9,0,0.0,0.0,-
20,,米山 達也,5,■,■,■,■,■,20,9,1,45.0,1.80,6,1,0,16.7,1,0.20,25,5,2,10,26.8,27,21.0,0.0,77.8
21,,松崎 廣光,3,,□,,□,□,1,0,0,0.0,-,0,0,0,-,0,-,4,0,0,2,12.5,2,2.0,0.0,100.0
チーム合計,チーム合計,チーム合計,5,,,,,,139,75,9,54.0,15.00,31,17,3,54.8,13,2.60,114,6,19,39,12.9,90,66.0,0.0,73.3
