No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
2,,高橋那依,3,■,■,■,,,17,5,0,29.4,1.67,0,0,0,-,1,0.33,3,0,0,0,0.0,1,0.0,0.0,0.0,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
3,,田口綾菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
4,,佐藤優花,3,■,■,■,,,40,22,0,55.0,7.33,0,0,0,-,0,-,17,1,0,4,10.6,4,2.0,0.0,50.0,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
5,,権藤玲奈,3,■,■,■,,,25,11,1,44.0,3.67,0,0,0,-,1,0.33,13,2,1,1,14.2,4,1.0,0.0,25.0,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
6,,佐藤仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
8,,松尾妃七菜,3,■,■,■,,,3,0,0,0.0,-,0,0,0,-,1,0.33,14,0,0,3,5.4,0,0.0,0.0,-,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
9,,廣田唯,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,5,2,0,1,37.0,0,0.0,0.0,-,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
10,L,浅野愛美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
11,L,大橋亜美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,4.0,0.0,50.0,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
13,,竹内碧,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
16,,梅木瞳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
17,,下田梨生,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
18,,浅野美波,3,■,■,■,,,11,4,1,36.4,1.33,0,0,0,-,0,-,10,0,0,5,12.5,9,5.0,0.0,55.6,801,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,72,Away
1,,須崎杏,4,■,■,■,■,,27,10,0,37.0,2.50,0,0,0,-,0,-,11,0,1,4,9.1,1,0.0,0.0,0.0,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
2,,松尾由紀子,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,21,1,1,13,19.3,1,0.0,0.0,0.0,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
3,,佐藤智美,4,■,■,■,■,,63,23,5,36.5,5.75,0,0,0,-,0,-,15,0,2,9,15.0,33,20.0,0.0,60.6,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
4,,小宮眸,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
5,,先崎早織,1,■,,,,,3,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
6,,矢萩ももこ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
7,,鬼頭朋子,4,■,■,■,■,,24,6,3,25.0,1.50,0,0,0,-,1,0.25,11,0,0,6,13.6,2,1.0,0.0,50.0,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
8,L,谷内真美,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,9.0,0.0,52.9,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
9,L,丸山佳穂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
10,,柿沼杏奈,4,■,■,■,■,,54,20,5,37.0,5.00,0,0,0,-,2,0.50,15,0,1,9,15.0,11,7.0,0.0,63.6,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
11,,齋藤朱音,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,2,8.3,2,0.0,0.0,0.0,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
13,,三好紗弥香,4,□,■,■,■,,19,4,3,21.1,1.00,0,0,0,-,0,-,13,0,1,10,19.2,7,2.0,0.0,28.6,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,齋藤茉樹,3,1,4,Win,106,Home
1,,伊藤セレナ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,,1,3,4,Lose,106,Away
2,,佐藤綾,4,■,■,■,■,,66,19,8,28.8,4.75,19,2,4,10.5,2,0.50,18,2,1,6,18.3,1,0.0,0.0,0.0,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,,1,3,4,Lose,106,Away
3,,佐藤円,4,■,■,■,■,,3,2,0,66.7,0.50,0,0,0,-,2,0.50,15,0,1,9,15.0,0,0.0,0.0,-,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,,1,3,4,Lose,106,Away
4,,宮下マミ,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,0,0,2,7.1,0,0.0,0.0,-,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,,1,3,4,Lose,106,Away
5,,中田香澄,4,■,■,■,■,,42,9,2,21.4,2.25,0,0,0,-,0,-,14,1,1,6,17.9,23,8.0,0.0,34.8,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,,1,3,4,Lose,106,Away
7,,長島絵美,4,■,■,■,■,,12,5,0,41.7,1.25,0,0,0,-,2,0.50,9,0,1,3,8.3,0,0.0,0.0,-,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,,1,3,4,Lose,106,Away
10,,三澤未憂,4,■,■,■,■,,31,7,2,22.6,1.75,0,0,0,-,0,-,10,0,2,4,10.0,42,13.0,0.0,31.0,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,,1,3,4,Lose,106,Away
11,L,森寿実子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,11.0,0.0,55.0,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,,1,3,4,Lose,106,Away
12,,佐藤梨夏,4,■,■,■,■,,32,5,2,15.6,1.25,1,0,0,0.0,1,0.25,10,0,1,4,10.0,1,1.0,0.0,100.0,802,2015-11-14,2015,11,14,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,,1,3,4,Lose,106,Away
1,,伊藤セレナ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,,3,2,5,Win,129,Home
2,,佐藤綾,5,■,■,■,■,■,75,30,12,40.0,6.00,25,6,7,24.0,2,0.40,18,1,1,6,13.9,0,0.0,0.0,-,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,,3,2,5,Win,129,Home
3,,佐藤円,5,■,■,■,■,■,2,0,0,0.0,-,0,0,0,-,1,0.20,14,1,0,3,12.5,1,0.0,0.0,0.0,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,,3,2,5,Win,129,Home
4,,宮下マミ,4,,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,9,0,0,7,19.4,0,0.0,0.0,-,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,,3,2,5,Win,129,Home
5,,中田香澄,5,■,■,■,■,■,52,10,2,19.2,2.00,0,0,0,-,0,-,17,0,0,9,13.2,16,8.0,0.0,50.0,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,,3,2,5,Win,129,Home
7,,長島絵美,5,■,■,■,■,■,8,1,1,12.5,0.20,0,0,0,-,1,0.20,12,1,1,2,10.8,0,0.0,0.0,-,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,,3,2,5,Win,129,Home
10,,三澤未憂,5,■,■,■,■,■,34,3,5,8.8,0.60,0,0,0,-,0,-,16,0,0,2,3.1,50,28.0,0.0,56.0,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,,3,2,5,Win,129,Home
11,L,森寿実子,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,25,21.0,0.0,84.0,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,,3,2,5,Win,129,Home
12,,佐藤梨夏,5,■,■,■,■,■,48,13,4,27.1,2.60,0,0,0,-,1,0.20,14,2,3,6,22.1,2,1.0,0.0,50.0,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,,3,2,5,Win,129,Home
1,L,中村英里子,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,堀千裕,2,3,5,Lose,129,Away
3,,和途綾香,5,■,■,■,■,■,8,3,0,37.5,0.60,0,0,0,-,4,0.80,12,0,1,3,6.2,0,0.0,0.0,-,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,堀千裕,2,3,5,Lose,129,Away
6,,柴小屋志織,5,■,■,■,■,■,27,9,2,33.3,1.80,0,0,0,-,4,0.80,14,0,4,2,3.6,2,2.0,0.0,100.0,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,堀千裕,2,3,5,Lose,129,Away
7,L,徳田亜留美,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,38,24.0,0.0,63.2,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,堀千裕,2,3,5,Lose,129,Away
8,,菅原麻衣,5,■,■,■,■,■,50,14,3,28.0,2.80,0,0,0,-,4,0.80,16,0,2,7,10.9,0,0.0,0.0,-,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,堀千裕,2,3,5,Lose,129,Away
9,,山内佑里子,5,■,■,■,■,■,42,11,5,26.2,2.20,1,0,0,0.0,3,0.60,27,2,0,13,18.0,53,30.0,0.0,56.6,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,堀千裕,2,3,5,Lose,129,Away
11,,高橋美佳子,5,■,■,■,■,■,2,0,1,0.0,-,0,0,0,-,0,-,17,0,1,4,5.9,0,0.0,0.0,-,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,堀千裕,2,3,5,Lose,129,Away
14,,田中静香,2,,□,,,□,0,0,0,-,-,0,0,0,-,0,-,4,1,1,0,20.0,0,0.0,0.0,-,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,堀千裕,2,3,5,Lose,129,Away
17,,小野綾華,5,■,■,■,■,■,57,15,3,26.3,3.00,7,1,1,14.3,0,-,18,1,4,4,11.1,0,0.0,0.0,-,803,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,堀千裕,2,3,5,Lose,129,Away
1,,須崎杏,5,■,■,■,■,■,36,15,2,41.7,3.00,0,0,0,-,0,-,6,0,1,3,12.5,1,1.0,0.0,100.0,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
2,,松尾由紀子,5,■,■,■,■,■,1,1,0,100.0,0.20,0,0,0,-,1,0.20,16,1,0,9,19.1,0,0.0,0.0,-,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
3,,佐藤智美,5,■,■,■,■,■,64,19,5,29.7,3.80,0,0,0,-,1,0.20,9,1,0,4,22.2,28,21.0,0.0,75.0,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
4,,小宮眸,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
5,,先崎早織,1,■,,,,,3,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
6,,矢萩ももこ,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,8,0,0,5,15.6,0,0.0,0.0,-,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
7,,鬼頭朋子,5,■,■,■,■,■,21,8,0,38.1,1.60,0,0,0,-,4,0.80,19,2,0,8,18.9,0,0.0,0.0,-,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
8,L,谷内真美,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,21,18.0,0.0,85.7,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
9,L,丸山佳穂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
10,,柿沼杏奈,5,■,■,■,■,■,67,20,1,29.9,4.00,0,0,0,-,3,0.60,23,2,0,9,16.7,20,15.0,0.0,75.0,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
11,,齋藤朱音,4,□,,□,□,□,0,0,0,-,-,0,0,0,-,0,-,9,2,0,4,28.9,4,3.0,0.0,75.0,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
13,,三好紗弥香,5,□,■,■,■,■,28,12,2,42.9,2.40,0,0,0,-,0,-,16,2,1,3,15.9,31,24.0,0.0,77.4,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,齋藤茉樹,3,2,5,Win,123,Home
1,,野末夏子,5,■,■,■,■,■,35,8,3,22.9,1.60,0,0,0,-,1,0.20,10,0,0,2,5.0,22,14.0,0.0,63.6,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,2,3,5,Lose,123,Away
2,,高橋那依,5,■,■,■,■,■,26,8,0,30.8,1.60,0,0,0,-,2,0.40,8,0,0,2,6.2,0,0.0,0.0,-,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,2,3,5,Lose,123,Away
3,,田口綾菜,5,□,□,■,■,■,32,14,2,43.8,2.80,0,0,0,-,0,-,16,2,1,3,14.7,10,2.0,0.0,20.0,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,2,3,5,Lose,123,Away
4,,佐藤優花,5,■,■,■,■,■,71,34,1,47.9,6.80,0,0,0,-,1,0.20,14,0,0,2,3.6,25,5.0,0.0,20.0,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,2,3,5,Lose,123,Away
5,,権藤玲奈,2,■,■,,,,15,3,0,20.0,1.50,0,0,0,-,0,-,9,0,0,2,5.6,4,0.0,0.0,0.0,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,2,3,5,Lose,123,Away
6,,佐藤仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,804,2015-11-15,2015,11,15,,いずみ総合運動公園町民体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,2,3,5,Lose,123,Away
