背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,松本 慶彦,2,■,■,,,,10,4,0,40.0,2.00,0,0,0,-,0,-,5,0,0,3,15.0,0,0.0,0.0,-
2,L,井上 裕介,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,21,8.0,9.0,59.5
5,,内藤 和也,4,□,■,■,■,,6,3,0,50.0,0.75,0,0,0,-,2,0.50,13,1,0,5,17.3,3,3.0,0.0,100.0
7,,出耒田 敬,3,■,,■,■,,9,3,0,33.3,1.00,0,0,0,-,3,1.00,6,1,5,0,-4.2,1,0.0,1.0,50.0
8,,佐川 翔,4,□,□,■,■,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0.0,0.0,-
9,,堤 智久,3,,□,□,□,,2,1,0,50.0,0.33,0,0,0,-,0,-,1,0,0,0,0.0,1,0.0,1.0,50.0
10,,千々木 駿介,4,■,■,■,■,,25,13,0,52.0,3.25,6,4,0,66.7,1,0.25,15,2,1,6,21.7,14,5.0,2.0,42.9
11,,伊藤 康貴,4,■,■,■,■,,11,6,0,54.5,1.50,0,0,0,-,1,0.25,15,1,3,6,11.7,42,18.0,12.0,57.1
13,,松岡 祐太,3,,□,■,■,,22,12,1,54.5,4.00,12,7,1,58.3,0,-,7,2,2,0,21.4,0,0.0,0.0,-
14,,山口 頌平,3,■,■,,□,,0,0,0,-,-,0,0,0,-,1,0.33,8,0,1,2,3.1,0,0.0,0.0,-
15,,木村 泰輔,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,L,今富 稜介,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,,ウォレス マルティンス,3,■,■,,□,,25,7,4,28.0,2.33,15,4,2,26.7,0,-,15,5,3,2,31.7,1,1.0,0.0,100.0
21,,竹元 裕太郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,110,49,5,44.5,12.25,33,15,3,45.5,8,2.00,89,12,16,25,16.0,83,35.0,25.0,57.2
