背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,上岡 奈々瀬,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,坂本 久美子,4,■,■,■,■,,24,6,0,25.0,1.50,0,0,0,-,3,0.75,13,0,1,3,5.8,0,0.0,0.0,-
3,L,福田 優,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,木村 亜沙美,4,■,■,■,■,,37,10,3,27.0,2.50,0,0,0,-,3,0.75,10,1,0,4,18.0,0,0.0,0.0,-
5,,山下 麻衣,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
7,,梅野 早也佳,4,■,■,■,■,,32,9,2,28.1,2.25,0,0,0,-,1,0.25,8,0,0,1,3.1,0,0.0,0.0,-
8,,丸山 香菜子,4,■,■,■,■,,30,8,2,26.7,2.00,1,0,0,0.0,0,-,21,2,1,4,13.3,59,33.0,0.0,55.9
9,,松田 亜也,4,■,■,■,■,,37,16,3,43.2,4.00,0,0,0,-,0,-,19,3,2,7,22.9,8,3.0,0.0,37.5
10,,山口 有香,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
11,,永溝 友美子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,城 奈津希,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,和多 桃子,4,■,■,■,■,,3,2,0,66.7,0.50,0,0,0,-,0,-,10,0,1,1,2.5,0,0.0,0.0,-
15,L,久保 みゆき,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,16.0,0.0,66.7
チーム合計,チーム合計,チーム合計,4,,,,,,163,51,10,31.3,12.75,1,0,0,0.0,7,1.75,84,6,5,20,12.1,91,52.0,0.0,57.1
