背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,細川 延由,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
3,,浅倉 勇,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,高橋 慎治,5,■,■,■,■,■,1,0,0,0.0,-,0,0,0,-,2,0.40,16,1,2,1,7.8,0,0.0,0.0,-
7,,菊地 洋之,5,■,■,■,■,■,16,7,3,43.8,1.40,0,0,0,-,3,0.60,22,0,0,1,1.1,0,0.0,0.0,-
9,,脇戸 新之助,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,大角 竜敏,4,□,,□,□,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,松本 慶彦,5,■,■,■,■,■,19,11,0,57.9,2.20,0,0,0,-,3,0.60,18,0,0,5,6.9,0,0.0,0.0,-
18,,金子 隆行,5,■,■,■,■,■,35,20,1,57.1,4.00,5,5,0,100.0,2,0.40,24,0,3,6,6.2,21,15.0,0.0,71.4
19,L,古賀 幸一郎,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,18.0,0.0,78.3
20,,三上 圭治郎,5,■,■,■,■,■,32,15,3,46.9,3.00,7,4,1,57.1,1,0.20,16,1,4,2,9.4,40,34.0,0.0,85.0
23,,コンセイソン エベルトン,5,■,■,■,■,■,33,17,2,51.5,3.40,18,11,1,61.1,2,0.40,20,0,6,4,5.0,0,0.0,0.0,-
25,,前田 和樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,136,70,9,51.5,14.00,30,20,2,66.7,13,2.60,117,2,15,19,5.8,84,67.0,0.0,79.8
