背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
4,,丸山 祥二,4,■,■,■,■,,11,7,2,63.6,1.75,0,0,0,-,0,-,20,0,1,12,15.0,3,2.0,0.0,66.7
6,,瀧澤 陽紀,3,,■,■,■,,25,9,0,36.0,3.00,2,1,0,50.0,2,0.67,11,2,0,0,14.5,13,5.0,0.0,38.5
7,,岩田 岳大,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-
8,,出耒田 敬,4,■,■,■,■,,51,30,3,58.8,7.50,21,11,1,52.4,2,0.50,15,1,1,6,15.3,0,0.0,0.0,-
10,,五十嵐 元,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
12,,前田 一誠,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,1,0.25,13,0,0,5,9.6,0,0.0,0.0,-
14,,田城 貴之,4,■,■,■,■,,12,5,3,41.7,1.25,0,0,0,-,4,1.00,11,1,5,3,14.1,0,0.0,0.0,-
18,,加藤 陽一,1,■,,,,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,2,12.5,3,3.0,0.0,100.0
19,,久原 大輝,4,■,■,■,■,,28,8,4,28.6,2.00,0,0,0,-,0,-,16,1,4,2,9.4,40,31.0,0.0,77.5
20,,椿山 竜介,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
22,L,吉野 淳,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,11.0,0.0,68.8
24,,白石 啓丈,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,128,60,12,46.9,15.00,23,12,1,52.2,9,2.25,96,5,13,32,12.7,75,52.0,0.0,69.3
