背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,伊藤 優介,3,■,■,□,,,6,0,0,0.0,-,0,0,0,-,0,-,4,0,0,3,18.8,5,3.0,0.0,60.0
2,,早川 紘司,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,2,12.5,6,2.0,0.0,33.3
3,,馬場 裕峰,3,■,■,■,,,6,2,0,33.3,0.67,0,0,0,-,0,-,10,0,1,4,10.0,14,7.0,0.0,50.0
4,L,中沢 敏浩,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,25,10.0,0.0,40.0
5,,浅見 冬樹,3,■,■,■,,,3,2,0,66.7,0.67,1,0,0,0.0,1,0.33,6,0,0,2,8.3,0,0.0,0.0,-
6,,大貫 智博,3,■,■,■,,,10,4,1,40.0,1.33,0,0,0,-,0,-,10,0,0,4,10.0,1,0.0,0.0,0.0
8,,西片 圭佑,3,■,■,■,,,31,15,1,48.4,5.00,8,1,1,12.5,1,0.33,11,1,4,4,18.2,1,0.0,0.0,0.0
12,,橋本 和浩,3,■,■,■,,,10,6,1,60.0,2.00,0,0,0,-,1,0.33,6,0,0,3,12.5,0,0.0,0.0,-
13,,松葉 孝浩,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,1,6.2,0,0.0,0.0,-
16,,松本 敬三,2,,□,■,,,9,5,2,55.6,2.50,0,0,0,-,2,1.00,5,1,0,2,30.0,9,7.0,0.0,77.8
チーム合計,チーム合計,チーム合計,3,,,,,,75,34,5,45.3,11.33,9,1,1,11.1,5,1.67,60,2,6,25,13.8,61,29.0,0.0,47.5
