背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,市川 智之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,小林 哲也,2,,■,■,,,25,15,0,60.0,7.50,9,7,0,77.8,0,-,6,0,0,0,0.0,1,0.0,1.0,50.0
7,,栗木 勇,3,■,■,■,,,24,9,3,37.5,3.00,2,0,0,0.0,0,-,11,1,3,3,9.1,32,13.0,12.0,59.4
8,,田中 挙章,3,■,■,■,,,7,4,1,57.1,1.33,0,0,0,-,0,-,9,0,2,1,-2.8,0,0.0,0.0,-
12,L,山本 憲吾,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,10.0,1.0,70.0
13,,椿 芽久,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,1,0.33,9,1,1,0,8.3,0,0.0,0.0,-
14,,矢貫 龍馬,3,■,■,■,,,5,4,1,80.0,1.33,0,0,0,-,0,-,7,0,2,0,-7.1,0,0.0,0.0,-
15,,小河原 拓磨,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,松村 文斗,3,■,■,■,,,18,6,1,33.3,2.00,1,0,0,0.0,0,-,9,0,2,3,2.8,12,3.0,3.0,37.5
18,L,大沢 健太郎,2,,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
21,,高澤 和貴,1,,,□,,,5,0,0,0.0,-,1,0,0,0.0,0,-,2,0,0,1,12.5,5,3.0,1.0,70.0
23,,キセレフ アルテム,1,■,,,,,9,0,0,0.0,-,2,0,0,0.0,1,1.00,3,0,0,0,0.0,0,0.0,0.0,-
24,,長田 翼,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
26,,池田 浩基,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,95,39,6,41.1,13.00,15,7,0,46.7,2,0.67,57,2,10,9,3.1,65,29.0,18.0,58.5
