背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,丸山 紗季,3,■,■,■,,,15,5,0,33.3,1.67,0,0,0,-,2,0.67,13,1,1,6,17.7,2,1.0,0.0,50.0
2,,倉見 夏乃,3,■,■,■,,,8,4,0,50.0,1.33,0,0,0,-,0,-,6,0,2,1,4.2,0,0.0,0.0,-
3,,和才 奈々美,3,■,■,■,,,28,14,1,50.0,4.67,2,2,0,100.0,2,0.67,14,2,0,6,22.1,18,14.0,0.0,77.8
4,,古屋 美紀,3,■,■,■,,,17,8,1,47.1,2.67,0,0,0,-,3,1.00,9,0,0,3,8.3,0,0.0,0.0,-
5,,色摩 知巳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,宮城 奈菜子,1,,,□,,,3,1,0,33.3,1.00,0,0,0,-,0,-,2,0,1,0,0.0,0,0.0,0.0,-
7,L,駒井 士峰,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,18.0,0.0,81.8
8,,南 美寿希,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,1,4.2,0,0.0,0.0,-
9,,厨子 真帆,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
11,,平谷 里奈,3,■,■,■,,,35,12,4,34.3,4.00,3,1,1,33.3,2,0.67,15,0,0,8,13.3,10,7.0,0.0,70.0
12,,太田 あかり,3,□,□,□,,,11,3,0,27.3,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
13,,吉川 ひかる,2,□,□,,,,1,0,0,0.0,-,1,0,0,0.0,0,-,7,0,0,2,7.1,0,0.0,0.0,-
14,,大盛 梢,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,L,柏木 裕香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,118,47,6,39.8,15.67,6,3,1,50.0,9,3.00,75,3,4,27,12.2,52,40.0,0.0,76.9
