背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,田代 麻樹,4,■,■,■,■,,25,11,1,44.0,2.75,0,0,0,-,2,0.50,15,0,0,0,0.0,0,0.0,0.0,-
2,,佐々原 和,4,■,■,■,■,,60,18,6,30.0,4.50,0,0,0,-,1,0.25,16,0,0,4,6.2,22,15.0,0.0,68.2
4,,吉井 奎乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,山本 裕香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,正 里菜,4,■,■,■,■,,5,2,0,40.0,0.50,0,0,0,-,0,-,12,0,0,3,6.2,0,0.0,0.0,-
8,,岡部 彩花,4,■,■,■,■,,52,22,2,42.3,5.50,0,0,0,-,1,0.25,21,1,2,6,11.9,9,4.0,0.0,44.4
10,,中村 早紀子,4,■,■,■,■,,22,5,4,22.7,1.25,1,0,0,0.0,3,0.75,19,2,0,6,17.4,47,36.0,0.0,76.6
12,,廣瀬 彩乃,4,■,■,■,■,,35,11,3,31.4,2.75,0,0,0,-,1,0.25,15,0,1,5,8.3,2,1.0,0.0,50.0
13,L,塚本 尚子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,12.0,0.0,92.3
17,L,樋口 沙樹,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,,中村 愛理,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,199,69,16,34.7,17.25,1,0,0,0.0,8,2.00,98,3,3,24,9.0,93,68.0,0.0,73.1
