背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,斉藤 千佳,3,■,■,■,,,26,9,0,34.6,3.00,0,0,0,-,2,0.67,4,0,0,2,12.5,1,0.0,0.0,0.0
2,,山形 美沙紀,3,■,□,□,,,2,1,0,50.0,0.33,0,0,0,-,0,-,5,0,0,2,10.0,6,3.0,0.0,50.0
3,,川口 美久,3,■,■,■,,,30,9,1,30.0,3.00,0,0,0,-,0,-,4,0,0,2,12.5,9,4.0,0.0,44.4
4,,福田 みつ子,3,■,■,■,,,20,5,1,25.0,1.67,0,0,0,-,2,0.67,12,0,0,1,2.1,0,0.0,0.0,-
5,,吉岡 みなみ,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,0,0.0,0,0.0,0.0,-
8,L,佐藤 みなみ,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,7.0,0.0,58.3
9,,酢田 眞実,3,□,□,□,,,2,0,0,0.0,-,0,0,0,-,0,-,6,0,1,0,0.0,0,0.0,0.0,-
10,,矢城 あさみ,3,■,■,■,,,17,1,2,5.9,0.33,0,0,0,-,1,0.33,7,0,2,2,7.1,0,0.0,0.0,-
13,,和多 桃子,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
14,,武次 稜佳,3,□,■,■,,,30,12,2,40.0,4.00,0,0,0,-,0,-,8,0,0,1,3.1,39,21.0,0.0,53.8
15,,前田 舞,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,福島 里奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,127,37,6,29.1,12.33,0,0,0,-,5,1.67,54,0,3,10,4.6,67,35.0,0.0,52.2
