No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
4,,伏見大和,1,,,,■,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
5,,前田一誠,2,□,,,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
7,,白岩直也,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
8,,神谷雄飛,1,,,□,,,2,0,1,0.0,-,0,0,0,-,1,1.00,2,0,1,1,0.0,0,0.0,0.0,-,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
11,,傳田亮太,4,■,■,■,■,,10,8,0,80.0,2.00,0,0,0,-,5,1.25,10,1,3,0,2.5,2,2.0,0.0,100.0,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
14,,椿山竜介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
19,,高橋良,2,,,□,■,,5,1,0,20.0,0.50,0,0,0,-,0,-,5,1,2,0,10.0,7,4.0,1.0,64.3,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
20,L,川口太一,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
21,,永露元稀,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,-,1,0.25,13,1,2,4,11.5,0,0.0,0.0,-,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
22,,高梨健太,4,■,■,■,■,,16,7,1,43.8,1.75,3,1,1,33.3,2,0.50,13,0,4,6,3.8,23,14.0,1.0,63.0,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
24,L,小川智大,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,14.0,5.0,71.7,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
26,,山崎彰都,3,■,■,■,,,17,10,4,58.8,3.33,3,2,1,66.7,0,-,8,1,2,2,12.5,17,12.0,1.0,73.5,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away
1,,バグナスブライアン,3,■,■,□,,,12,2,1,16.7,0.67,1,0,0,0.0,0,-,4,0,0,1,6.2,9,1.0,0.0,11.1,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
2,,エメルソンロドリゲス,1,■,,,,,6,1,1,16.7,1.00,5,0,1,0.0,0,-,2,0,0,0,0.0,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
4,,勝将哉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
7,,小川峻宗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
8,,川口喬,3,■,■,■,,,6,3,0,50.0,1.00,0,0,0,-,1,0.33,8,0,2,0,-6.2,2,1.0,1.0,75.0,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
9,,林一壽,2,,■,■,,,4,2,0,50.0,1.00,0,0,0,-,0,-,5,0,2,1,-5.0,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
10,,山田滉太,3,■,■,■,,,18,8,2,44.4,2.67,6,3,0,50.0,1,0.33,13,2,3,3,15.4,24,14.0,7.0,72.9,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
12,L,備一真,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
13,L,久保田雅人,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,5.0,3.0,54.2,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
14,,藤原奨太,3,■,□,■,,,12,4,2,33.3,1.33,1,1,0,100.0,1,0.33,8,0,1,2,3.1,10,4.0,1.0,45.0,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
16,,濱本豊,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
18,,古賀健太,3,□,■,■,,,24,12,2,50.0,4.00,12,6,0,50.0,2,0.67,9,0,3,4,2.8,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
21,,井口直紀,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,8,0,0,1,3.1,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
22,,藤岡諒馬,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home
1,,クヴァーレンヨナス,3,■,■,■,,,18,8,1,44.4,2.67,4,2,0,50.0,2,0.67,14,2,2,4,17.9,13,4.0,7.0,57.7,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
2,,玉宅健太郎,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
5,,谷口渉,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,1,0.0,0.0,0.0,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
8,,栗山英之,3,■,■,■,,,8,7,0,87.5,2.33,0,0,0,-,4,1.33,11,0,2,1,-2.3,1,1.0,0.0,100.0,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
10,L,古賀太一郎,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,11.0,2.0,80.0,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
11,,山田大悟,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
12,,小田嶋大貴,2,□,,□,,,1,1,0,100.0,0.50,0,0,0,-,1,0.50,2,0,1,1,0.0,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
13,,柳町逸太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
14,,長友優磨,3,■,■,■,,,10,6,0,60.0,2.00,2,1,0,50.0,2,0.67,14,1,2,7,16.1,1,0.0,0.0,0.0,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
15,,エスペホマーク,3,■,■,■,,,17,7,0,41.2,2.33,1,0,0,0.0,3,1.00,7,1,3,1,7.1,11,4.0,4.0,54.5,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
16,,手原紳,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,12,0,1,2,2.1,2,0.0,0.0,0.0,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
18,,武藤鉄也,3,■,■,■,,,6,5,0,83.3,1.67,0,0,0,-,2,0.67,7,0,1,1,0.0,1,0.0,0.0,0.0,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
19,,佐藤望実,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
26,,黒田彪斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away
1,,バグナスブライアン,3,■,■,□,,,6,1,1,16.7,0.33,2,1,0,50.0,0,-,4,0,1,1,0.0,7,1.0,3.0,35.7,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
2,,エメルソンロドリゲス,2,■,■,,,,17,8,4,47.1,4.00,7,4,1,57.1,0,-,2,0,2,0,-25.0,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
4,,勝将哉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
7,,小川峻宗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
8,,川口喬,3,■,■,■,,,5,3,0,60.0,1.00,0,0,0,-,0,-,7,0,2,0,-7.1,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
9,,林一壽,3,■,■,■,,,8,4,1,50.0,1.33,0,0,0,-,1,0.33,4,0,1,0,-6.2,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
10,,山田滉太,3,■,■,■,,,23,6,1,26.1,2.00,1,0,0,0.0,0,-,7,0,4,3,-3.6,19,8.0,5.0,55.3,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
12,L,備一真,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
13,L,久保田雅人,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,11.0,6.0,58.3,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
14,,藤原奨太,3,□,□,■,,,11,4,1,36.4,1.33,1,0,0,0.0,2,0.67,12,0,3,6,6.2,12,3.0,5.0,45.8,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
16,,濱本豊,3,□,□,□,,,1,0,0,0.0,-,1,0,0,0.0,0,-,4,1,0,2,37.5,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
18,,古賀健太,2,,□,■,,,20,10,1,50.0,5.00,14,8,1,57.1,0,-,9,1,3,2,8.3,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
21,,井口直紀,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,13,0,1,0,-1.9,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
22,,藤岡諒馬,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home
1,,クヴァーレンヨナス,3,■,■,■,,,30,16,3,53.3,5.33,3,2,0,66.7,2,0.67,15,0,1,2,1.7,23,6.0,11.0,50.0,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
2,,玉宅健太郎,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
5,,谷口渉,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,1.0,50.0,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
8,,栗山英之,3,■,■,■,,,4,1,1,25.0,0.33,0,0,0,-,1,0.33,7,0,0,2,7.1,3,3.0,0.0,100.0,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
10,L,古賀太一郎,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,6.0,1.0,54.2,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
11,,山田大悟,2,□,□,,,,2,0,0,0.0,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
12,,小田嶋大貴,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
13,,柳町逸太,1,,□,,,,4,3,1,75.0,3.00,2,1,1,50.0,0,-,2,0,0,1,12.5,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
14,,長友優磨,3,■,■,■,,,9,6,0,66.7,2.00,2,1,0,50.0,0,-,15,2,2,6,20.0,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
15,,エスペホマーク,3,■,■,■,,,16,8,2,50.0,2.67,4,4,0,100.0,2,0.67,12,1,3,4,10.4,5,1.0,0.0,20.0,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
16,,手原紳,3,■,■,■,,,0,0,0,-,-,0,0,0,-,2,0.67,8,0,1,1,0.0,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
18,,武藤鉄也,3,■,■,■,,,6,3,0,50.0,1.00,0,0,0,-,1,0.33,8,0,2,1,-3.1,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
19,,佐藤望実,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
26,,黒田彪斗,1,,,□,,,1,0,0,0.0,-,1,0,0,0.0,0,-,3,0,1,0,-8.3,0,0.0,0.0,-,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away
1,,松本慶彦,3,■,■,■,,,7,6,0,85.7,2.00,0,0,0,-,1,0.33,10,0,0,1,2.5,1,1.0,0.0,100.0,136,2021-11-06,2021,11,06,大阪府,堺市立大浜体育館,堺ブレイザーズ,JTサンダーズ広島,千葉進也,長江祥司,3,0,3,Win,80,69,87,13:00,14:37,619,印藤智一,村中伸,西中野健,加藤純司,Home
