背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,山口 舞,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
4,,野村 まり,3,■,■,■,,,12,3,1,25.0,1.00,0,0,0,-,6,2.00,11,0,0,6,13.6,0,0.0,0.0,-
13,,神蔵 なほ子,3,■,■,■,,,29,12,0,41.4,4.00,0,0,0,-,1,0.33,7,0,0,2,7.1,10,6.0,0.0,60.0
15,,岡野 弘子,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,0,-,16,0,0,5,7.8,1,0.0,0.0,0.0
16,,河野 志保,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,L,金森 純子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,9.0,0.0,69.2
21,,森 和代,3,■,■,■,,,20,11,0,55.0,3.67,1,0,0,0.0,0,-,10,0,0,3,7.5,19,16.0,0.0,84.2
22,,小倉 由香,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0
23,,藤野 郁子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
25,,川井 梅香,3,■,■,■,,,25,8,1,32.0,2.67,0,0,0,-,3,1.00,11,0,0,1,2.3,3,3.0,0.0,100.0
33,,若浦 貴子,3,■,■,■,,,26,11,2,42.3,3.67,0,0,0,-,2,0.67,17,2,1,2,14.7,8,6.0,0.0,75.0
41,,小菅 真弓,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,115,47,4,40.9,15.67,1,0,0,0.0,12,4.00,73,2,1,19,9.2,55,41.0,0.0,74.5
