背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,小谷 弘美,4,■,■,■,■,,17,6,0,35.3,1.50,0,0,0,-,1,0.25,17,1,0,5,12.1,0,0.0,0.0,-
2,,山下 祐美子,4,□,□,■,□,,26,8,3,30.8,2.00,0,0,0,-,0,-,10,1,0,2,13.0,6,4.0,0.0,66.7
3,L,和久山 志恵里,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,7.0,0.0,70.0
5,,足立 留美,4,■,■,□,■,,12,1,1,8.3,0.25,0,0,0,-,0,-,2,0,1,0,0.0,4,4.0,0.0,100.0
7,,川原 恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,金田 智子,4,□,□,□,□,,9,5,0,55.6,1.25,0,0,0,-,1,0.25,1,0,0,0,0.0,8,6.0,0.0,75.0
11,,内藤 香菜子,4,■,■,■,■,,17,5,1,29.4,1.25,0,0,0,-,2,0.50,6,0,0,3,12.5,8,4.0,0.0,50.0
12,,岸 早苗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,伊地知 麻貴,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,9,0,0,1,2.8,0,0.0,0.0,-
14,,鈴木 洋美,4,■,■,■,■,,20,6,1,30.0,1.50,0,0,0,-,4,1.00,15,0,2,4,6.7,24,19.0,0.0,79.2
15,,アルタモノワ エブゲーニャ,4,■,■,■,■,,49,20,4,40.8,5.00,18,6,3,33.3,3,0.75,12,0,2,1,2.1,24,18.0,0.0,75.0
17,,井村 仁美,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,13,1,1,3,11.9,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,150,51,10,34.0,12.75,18,6,3,33.3,11,2.75,85,3,6,19,8.4,84,62.0,0.0,73.8
