背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
4,,野村 まり,3,■,■,■,,,13,6,0,46.2,2.00,0,0,0,-,1,0.33,16,0,0,2,3.1,1,1.0,0.0,100.0
7,,神田 千絵,2,,□,□,,,5,2,0,40.0,1.00,0,0,0,-,1,0.50,4,0,0,3,18.8,0,0.0,0.0,-
13,,神蔵 なほ子,3,■,■,■,,,25,12,1,48.0,4.00,0,0,0,-,3,1.00,12,0,2,3,6.2,11,7.0,0.0,63.6
15,,岡野 弘子,3,■,■,■,,,0,0,0,-,-,0,0,0,-,1,0.33,10,0,0,3,7.5,1,1.0,0.0,100.0
16,,河野 志保,3,□,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0
18,L,金森 純子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,25,22.0,0.0,88.0
21,,森 和代,3,■,■,■,,,22,14,0,63.6,4.67,0,0,0,-,1,0.33,12,0,0,1,2.1,6,5.0,0.0,83.3
23,,藤野 郁子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
25,,川井 梅香,3,■,■,■,,,12,6,1,50.0,2.00,0,0,0,-,3,1.00,15,0,1,2,3.3,5,5.0,0.0,100.0
33,,若浦 貴子,3,■,■,■,,,24,8,0,33.3,2.67,0,0,0,-,0,-,7,0,0,2,7.1,11,9.0,0.0,81.8
41,,小菅 真弓,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
48,,越川 瞳美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,102,48,2,47.1,16.00,0,0,0,-,10,3.33,76,0,3,16,5.3,61,51.0,0.0,83.6
