背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
0,,小西 健太,2,,□,□,,,1,1,0,100.0,0.50,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
1,,澤畠 雄一郎,5,■,■,■,■,■,21,13,0,61.9,2.60,0,0,0,-,3,0.60,12,0,0,1,2.1,0,0.0,0.0,-
2,,大久保 茂和,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,増村 雅尚,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,市橋 祐之,5,■,■,■,■,■,2,1,0,50.0,0.20,0,0,0,-,1,0.20,15,0,0,0,0.0,0,0.0,0.0,-
6,,千葉 進也,2,,,,□,■,6,3,1,50.0,1.50,2,0,1,0.0,0,-,6,0,0,1,4.2,3,3.0,0.0,100.0
10,,甲斐 祐之,4,■,■,■,■,,21,6,2,28.6,1.50,2,0,0,0.0,2,0.50,13,0,3,0,0.0,14,12.0,0.0,85.7
11,L,増野 彰,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,21,15.0,0.0,71.4
15,,伊藤 信博,5,■,■,■,■,■,12,5,1,41.7,1.00,0,0,0,-,1,0.20,16,2,3,2,14.4,0,0.0,0.0,-
17,,杉山 マルコス,5,■,■,■,■,■,32,25,1,78.1,5.00,8,6,0,75.0,0,-,19,0,4,6,7.9,47,41.0,0.0,87.2
20,,ネグロン マルセーロ,5,■,■,■,■,■,35,18,2,51.4,3.60,15,8,1,53.3,0,-,23,3,2,6,17.8,0,0.0,0.0,-
21,,金井 修也,3,,,□,□,□,0,0,0,-,-,0,0,0,-,0,-,3,0,2,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,130,72,7,55.4,14.40,27,14,2,51.9,7,1.40,109,5,14,16,7.7,85,71.0,0.0,83.5
