背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,山村 宏太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,佐々木 太一,5,■,■,■,■,■,14,11,0,78.6,2.20,0,0,0,-,1,0.20,15,0,1,7,11.7,0,0.0,0.0,-
3,,坂本 雄一郎,5,■,■,■,■,■,16,7,1,43.8,1.40,1,0,1,0.0,0,-,13,0,1,3,5.8,1,1.0,0.0,100.0
4,,清水 雅之,5,■,■,■,■,■,0,0,0,-,-,0,0,0,-,1,0.20,18,0,1,4,5.6,0,0.0,0.0,-
6,,栗原 圭介,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,越川 優,5,■,■,■,■,■,33,13,2,39.4,2.60,8,2,0,25.0,3,0.60,17,0,6,5,7.4,16,11.0,0.0,68.8
8,,西田 靖宏,4,□,,□,□,□,2,1,0,50.0,0.25,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
9,,桑田 鎮典,4,,□,■,■,■,20,11,2,55.0,2.75,1,1,0,100.0,1,0.25,11,0,1,4,9.1,34,28.0,0.0,82.4
10,,荻野 正二,3,■,■,,□,,11,2,0,18.2,0.67,1,0,0,0.0,0,-,3,0,0,0,0.0,14,14.0,0.0,100.0
11,L,津曲 勝利,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,36,30.0,0.0,83.3
13,,村上 龍介,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-
14,,モンテイロ ジョエル,5,■,■,■,■,■,49,35,3,71.4,7.00,21,15,3,71.4,3,0.60,20,3,6,7,22.7,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,145,80,8,55.2,16.00,32,18,4,56.2,9,1.80,101,3,16,32,10.7,101,84.0,0.0,83.2
