背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,浜崎 勇矢,2,■,■,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-
3,,奥村 航,4,■,■,■,■,,24,15,2,62.5,3.75,0,0,0,-,3,0.75,23,3,4,8,20.9,0,0.0,0.0,-
4,,丸山 祥二,4,■,■,■,■,,22,12,2,54.5,3.00,0,0,0,-,5,1.25,16,0,3,4,6.2,0,0.0,0.0,-
6,,瀧澤 陽紀,4,■,■,■,■,,44,15,1,34.1,3.75,11,3,1,27.3,1,0.25,10,0,2,2,5.0,5,1.0,0.0,20.0
10,,五十嵐 元,4,■,■,■,■,,25,5,2,20.0,1.25,0,0,0,-,0,-,12,0,3,2,4.2,45,36.0,0.0,80.0
16,,柳川 大知,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,L,平尾 真也,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
19,,浜田 翔太,4,■,■,■,■,,5,1,0,20.0,0.25,0,0,0,-,4,1.00,16,0,1,3,4.7,6,3.0,0.0,50.0
20,,山川 賢祐,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
21,,藤原 優,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
22,L,吉野 淳,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,14.0,0.0,73.7
23,,南 享,3,,□,■,■,,12,5,0,41.7,1.67,1,0,0,0.0,1,0.33,9,0,4,3,8.3,0,0.0,0.0,-
24,,白石 啓丈,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,1,1,0,20.0,5,3.0,0.0,60.0
25,,宮内 健嗣,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,132,53,7,40.2,13.25,12,3,1,25.0,14,3.50,95,4,18,23,10.1,80,57.0,0.0,71.2
