背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,野田 昌代,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,成田 郁久美,4,■,■,■,■,,26,5,3,19.2,1.25,0,0,0,-,2,0.50,9,1,0,1,11.7,13,11.0,0.0,84.6
3,,落合 真理,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-
5,,小山 修加,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
7,,狩野 美雪,4,■,■,■,■,,22,6,1,27.3,1.50,2,1,1,50.0,4,1.00,16,0,2,6,9.4,44,32.0,0.0,72.7
8,,大村 加奈子,4,■,■,■,■,,20,9,0,45.0,2.25,0,0,0,-,1,0.25,6,0,0,0,0.0,0,0.0,0.0,-
10,L,佐野 優子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,26,16.0,0.0,61.5
11,,フォフィーニャ アナパウラ,4,■,■,■,■,,55,24,3,43.6,6.00,15,6,3,40.0,1,0.25,16,1,0,11,22.2,3,1.0,0.0,33.3
12,,渡辺 真由美,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,2,10.0,0,0.0,0.0,-
15,,徳川 恵理,4,■,■,■,■,,14,5,0,35.7,1.25,0,0,0,-,3,0.75,11,0,2,4,9.1,2,0.0,0.0,0.0
16,,浅津 ゆうこ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,橋本 直子,4,■,■,■,■,,5,2,1,40.0,0.50,0,0,0,-,0,-,11,0,6,3,6.8,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,142,51,8,35.9,12.75,17,7,4,41.2,11,2.75,79,2,10,29,11.2,88,60.0,0.0,68.2
