背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,黒羽 桂子,4,■,■,■,■,,3,0,0,0.0,-,0,0,0,-,0,-,9,0,1,3,8.3,1,0.0,0.0,0.0
2,,板橋 恵,3,,□,□,□,,1,1,0,100.0,0.33,0,0,0,-,0,-,9,0,1,2,5.6,0,0.0,0.0,-
4,,田中 弓貴,4,□,□,□,■,,4,1,2,25.0,0.25,0,0,0,-,0,-,2,0,0,0,0.0,8,5.0,0.0,62.5
6,,佐田 樹理,4,■,□,□,□,,10,1,0,10.0,0.25,0,0,0,-,1,0.25,8,0,0,0,0.0,13,7.0,0.0,53.8
8,,井西 彩乃,4,■,■,■,■,,42,12,1,28.6,3.00,0,0,0,-,1,0.25,11,0,0,3,6.8,27,19.0,0.0,70.4
9,,熊沢 美穂,3,□,■,■,,,31,10,1,32.3,3.33,0,0,0,-,2,0.67,5,0,1,1,5.0,5,3.0,0.0,60.0
11,,海老原 めぐみ,2,□,,,□,,5,2,0,40.0,1.00,0,0,0,-,0,-,2,0,0,1,12.5,1,1.0,0.0,100.0
12,,齋藤 加奈子,4,■,■,■,■,,39,14,2,35.9,3.50,0,0,0,-,0,-,19,0,0,5,6.6,21,18.0,0.0,85.7
13,,田原 香理,4,■,■,■,■,,17,9,3,52.9,2.25,0,0,0,-,2,0.50,15,0,0,1,1.7,3,2.0,0.0,66.7
14,,嶋田 美樹,4,■,■,■,■,,22,8,1,36.4,2.00,0,0,0,-,6,1.50,14,1,0,2,10.7,4,3.0,0.0,75.0
17,L,井野 亜季子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,6,5.0,0.0,83.3
20,,水口 友見,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,174,58,10,33.3,14.50,0,0,0,-,12,3.00,94,1,3,18,5.9,89,63.0,0.0,70.8
