背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,L,浅岡 遥太,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,3.0,2.0,57.1
3,L,早瀬 省吾,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,37,10.0,9.0,39.2
4,,宮田 航輔,3,□,,,□,□,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
5,,田尻 信太郎,4,■,■,■,,□,7,1,0,14.3,0.25,0,0,0,-,0,-,11,0,2,3,2.3,0,0.0,0.0,-
7,,倉田 真,5,■,■,■,■,■,31,13,4,41.9,2.60,12,6,2,50.0,1,0.20,17,2,3,4,13.2,7,4.0,2.0,71.4
8,,清水 久雄,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-
10,,三浦 拓也,5,■,■,■,■,■,25,7,2,28.0,1.40,1,0,1,0.0,1,0.20,12,0,4,1,-6.2,19,7.0,8.0,57.9
11,,奥田 晃,2,,,,■,■,1,1,0,100.0,0.50,0,0,0,-,0,-,7,0,0,0,0.0,0,0.0,0.0,-
16,,長澤 朔,2,,,,■,■,3,1,0,33.3,0.50,0,0,0,-,1,0.50,5,0,0,1,5.0,1,0.0,0.0,0.0
18,,荻野 翼,5,■,■,■,■,■,11,6,0,54.5,1.20,0,0,0,-,2,0.40,5,0,0,1,5.0,0,0.0,0.0,-
20,,中村 龍哉,3,■,■,■,,,9,3,0,33.3,1.00,0,0,0,-,0,-,7,0,1,0,-3.6,1,1.0,0.0,100.0
21,,中田 快,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-
25,,與崎 風人,5,■,■,■,■,■,23,9,1,39.1,1.80,4,1,0,25.0,0,-,22,0,3,6,3.4,9,4.0,0.0,44.4
チーム合計,チーム合計,チーム合計,5,,,,,,110,41,7,37.3,8.20,17,7,3,41.2,5,1.00,96,2,14,18,3.1,81,29.0,21.0,48.8
