背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,田中 一彰,3,■,■,■,,,15,7,0,46.7,2.33,0,0,0,-,0,-,18,1,2,6,11.1,18,9.0,3.0,58.3
3,,野垣 昂大,3,■,■,■,,,2,1,1,50.0,0.33,0,0,0,-,1,0.33,7,0,1,3,7.1,0,0.0,0.0,-
4,,石川 和樹,3,□,□,□,,,2,0,0,0.0,-,0,0,0,-,0,-,5,1,0,2,30.0,1,0.0,1.0,50.0
5,,岸 康太,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,下井 優輝,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0.0,0.0,-
7,,長屋 裕介,3,■,■,■,,,14,10,0,71.4,3.33,0,0,0,-,2,0.67,5,0,0,0,0.0,0,0.0,0.0,-
8,,長谷川 博紀,3,■,■,■,,,15,10,0,66.7,3.33,0,0,0,-,1,0.33,14,1,2,2,7.1,0,0.0,0.0,-
9,L,打田 淑人,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,吉田 大輝,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,L,高野 悠真,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,6.0,8.0,50.0
18,,亀田 吉彦,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
19,,中村 有登,3,■,■,■,,,21,9,3,42.9,3.00,3,2,1,66.7,1,0.33,11,2,2,3,20.5,0,0.0,0.0,-
20,,落合 一輝,3,■,■,■,,,23,11,2,47.8,3.67,0,0,0,-,3,1.00,10,0,1,5,10.0,12,4.0,6.0,58.3
チーム合計,チーム合計,チーム合計,3,,,,,,92,48,6,52.2,16.00,3,2,1,66.7,8,2.67,74,5,9,22,11.1,51,19.0,18.0,54.9
